model,drop out,methods,reward,run,test,cifar100,cifar10,lsun resize,isun,places365,lsun cropped,textures,svhn
confidnet,do1,MCD-MSR,rew2.2,1,90.43911734109945,222.29004233011335,222.1664841498556,220.4220295314209,203.6520285618405,222.84470284466147,215.5955570562437,161.1543329967271,349.8674538176413
confidnet,do1,MCD-MSR class,rew2.2,1,90.55833952943227,222.16702538905767,222.13682392408828,220.83575709120103,203.72709227090675,222.9534508269329,215.3439019007194,160.72786403597948,349.4599922505915
confidnet,do1,MCD-MSR global,rew2.2,1,90.56231482440892,222.309719624176,222.27893606123584,221.15595620657243,204.02282562948216,223.00836739016052,215.630238250462,160.73732005868362,349.845472719085
confidnet,do1,MCD-GEN class,rew2.2,1,90.63419136942764,221.18939361615767,221.0009428283844,219.18595930102916,202.541657005237,223.2243028602187,213.5314415591701,161.51488088652414,347.4209312685523
confidnet,do1,MCD-MSR class pred,rew2.2,1,90.64810495205894,222.56719439837872,222.52628354971512,221.32742634292845,204.16092609745667,223.166736714203,215.6851136534376,161.4036372499596,349.9242686639764
confidnet,do1,MCD-GEN class pred,rew2.2,1,90.68995680902702,221.76795617911608,221.58735726684995,219.81564982974297,203.133742391316,223.62654909050383,214.006887553629,162.28089273064057,347.86777459040627
confidnet,do1,MCD-GEN global,rew2.2,1,90.69952469679588,221.6627809649568,221.4667562502433,219.5322313276069,203.1159566578341,223.96923309621192,214.16009950626992,162.06724420589356,347.4546371449805
confidnet,do1,MCD-GEN,rew2.2,1,90.77677158106884,221.22842780237343,220.94564955761012,218.6806897289744,202.4881044102952,223.0270769014519,213.634604485898,162.48257820001916,347.66452529729384
confidnet,do1,MCD-PCE class,rew2.2,1,90.99624078079958,221.50654515840355,221.43947910835115,220.22015357559343,202.90571280716995,222.2183070446192,214.46134154856875,160.25016256610343,349.2434612560432
confidnet,do1,MCD-PCE global,rew2.2,1,91.00362346889597,221.6427831462389,221.57444588543504,220.54452737501333,203.2105436754401,222.27388105723745,214.7321639686645,160.25731480201358,349.6072414177889
confidnet,do1,MCD-PCE class pred,rew2.2,1,91.02827785177617,221.8363045884805,221.76850385403247,220.6804989335871,203.29267161734236,222.39214215209944,214.8101680806179,160.76147203272814,349.6530834479434
confidnet,do1,MCD-PCE,rew2.2,1,91.3088457117111,221.5174242704053,221.366437200708,219.85624111266023,202.7608256061553,221.9302861266981,214.37707735370503,160.7497047561328,349.6419652778977
confidnet,do1,MCD-EGEN,rew2.2,1,91.44738893487131,219.74180832280217,219.44621856247667,218.45083757253823,201.03694856777295,221.6942075038357,211.4884207555688,160.59752776613635,346.91742327927506
confidnet,do1,MCD-Confidence,rew2.2,1,91.5114691226772,219.01545615345972,219.00091239822427,217.81503935189383,200.25271430889296,221.2795726917056,210.75399712321024,158.82951051795905,347.12194330974853
confidnet,do1,MCD-EMSR,rew2.2,1,91.84454941154964,221.00152535543396,220.8029288667732,219.951486890842,202.4159882787084,221.98593932352867,213.3047872407809,160.5702514554651,348.7888933579912
confidnet,do1,MCD-MSR class avg,rew2.2,1,91.87712966805218,225.27489625213323,225.34679700025268,226.1377339306714,208.8776625157247,224.45009567428863,219.12336168235944,162.14871939077494,352.2603783305972
confidnet,do1,MCD-GEN class avg,rew2.2,1,91.8922654730745,224.40282343440023,224.26872667746764,224.5762808372727,207.79857735399324,224.9793280363595,217.28435227157485,163.31862161743203,350.0783559890428
confidnet,do1,MCD-fDBD class avg,rew2.2,1,92.1373703892928,215.2013357243197,214.965942979222,210.11231686891423,194.40511872554055,220.8182057810588,207.69780933944529,151.3341759289952,339.32921450995144
confidnet,do1,MCD-PCE class avg,rew2.2,1,92.21729017303328,224.467560001989,224.45447348116767,225.474748898559,207.96009946475573,223.5417187242205,218.0409409391989,161.5222514880929,352.0041612824527
confidnet,do1,MCD-REN class,rew2.2,1,92.51517900804336,219.8701579935528,219.64861538416443,218.3296613695123,200.95386541378144,221.1032622314249,211.59677340613155,160.6098973273235,348.06306564386585
confidnet,do1,MCD-REN class pred,rew2.2,1,92.53672224995616,220.2923700902448,220.08582772027333,218.93232537092652,201.4754994836479,221.303708140318,212.02761289518563,160.96411365197736,348.5018987046805
confidnet,do1,MCD-REN global,rew2.2,1,92.56830245351576,220.17126389343463,219.9565716688354,218.88848935521216,201.4523508002328,221.1703890874076,212.0013956068406,160.60438640844964,348.57537605302457
confidnet,do1,MCD-fDBD class pred,rew2.2,1,92.67575926599076,216.19953691569765,215.9931246480062,211.9916561784824,196.24876468360148,221.4083787312956,209.05784777331357,150.687768270392,340.18388847732075
confidnet,do1,MCD-fDBD global,rew2.2,1,92.77410499428758,216.09091401132216,215.88089805988875,211.97113300973504,196.18707437078552,221.05487857957823,209.23287517740624,150.27996670056757,340.4950739192535
confidnet,do1,MCD-fDBD,rew2.2,1,92.84554323694952,216.12021245798752,215.9023834165185,211.8975183605069,196.11551548737123,221.05674989944796,209.26536637522668,150.19220876897614,340.5002589649821
confidnet,do1,MCD-EPCE,rew2.2,1,93.27436421442368,221.3491898661541,221.19427761396676,220.5351373507762,202.6866489072656,221.728881809366,213.39493628679904,160.75579538283927,349.7039033782804
confidnet,do1,MCD-REN,rew2.2,1,93.33625312190269,219.7180998233852,219.3180651845974,216.79904546867607,200.4566354411573,222.32653217049528,210.52308909793717,166.57248175725147,346.5977456187128
confidnet,do1,MCD-PE class,rew2.2,1,93.34731484564853,221.13425039239672,221.0831733293091,220.25750002241344,202.31736200888605,221.31116183344315,213.8299188762321,159.58958972002776,350.173790860084
confidnet,do1,MCD-PE class pred,rew2.2,1,93.34864815906056,221.29160572486967,221.24470192122172,220.58302142683044,202.57830639031735,221.37956000921,214.09547650372224,159.81188117481776,350.45303639872753
confidnet,do1,MCD-PE global,rew2.2,1,93.35484570081866,221.2412374835881,221.18913593032792,220.5614872039837,202.60401601013223,221.353788885772,214.0723596052497,159.59147190741552,350.4766381593158
confidnet,do1,MCD-EREN,rew2.2,1,93.60236421185012,218.51478006771083,218.109086792962,216.5995556108348,199.2285327584666,221.0053502469175,209.21863897946935,164.26023968194357,346.1346275625224
confidnet,do1,MCD-REN class avg,rew2.2,1,93.93127777324683,223.0014644255569,222.88074375533955,224.21509474394725,206.3406483993689,222.22748357452787,215.43163385170925,161.51169629154967,351.53993004854215
confidnet,do1,MCD-PE class avg,rew2.2,1,94.62575929807404,223.868339000732,223.8715210140353,225.4781519441396,207.2132651193734,222.52693449984008,217.1875283997378,160.64608765753968,353.0334920416352
confidnet,do1,MCD-CTM class pred,rew2.2,1,94.68583336036924,214.2887748227678,214.07314910868607,208.0694511926025,191.93856500647252,219.18157043599095,205.4291196084204,152.83511375441594,339.16704279849847
confidnet,do1,MCD-CTM class,rew2.2,1,94.70138892194112,214.2601647935226,214.0449412675719,208.04840768393495,191.90198611900036,219.1609282114998,205.37414744260192,152.8213475298613,339.16089913482773
confidnet,do1,MCD-CTM global,rew2.2,1,94.77440744450564,214.3420428857654,214.130072594359,208.24700326289928,192.1138106785088,219.07900089264348,205.5891307629684,152.5163837366673,339.4199884963673
confidnet,do1,MCD-CTM,rew2.2,1,94.8023642248364,214.37547140181445,214.1585590413916,208.2390911880105,192.1102421715284,219.1059838639918,205.62938286124412,152.4175737986158,339.427417612063
