model,drop out,methods,reward,test,cifar100,cifar10,lsun resize,isun,places365,lsun cropped,textures,svhn
confidnet,do1,MCD-KPCA RecError class avg,rew2.2,0.2132315107459692,0.1601587811493473,0.1610362282038259,0.1244652280820756,0.1118264425390623,0.1261274363327674,0.0866071887686062,0.2434519935887006,0.1597736515648474
confidnet,do1,MCD-PCA RecError class avg,rew2.2,0.3275642763799861,0.1360017630106798,0.1359927882173692,0.0761673393250805,0.0821886233314064,0.2667850424448217,0.0457663311907983,0.3851468753954338,0.0672380969974083
confidnet,do1,MCD-EMaha class avg,rew2.2,0.3704161913095398,0.3874982963214104,0.3882582190621296,0.4696007885365439,0.4071592974702588,0.3100823344651953,0.3447612144790257,0.4123964490801834,0.5222326687394483
confidnet,do1,MCD-EResidual,rew2.2,0.412034747207129,0.3622866757077471,0.3644904096834265,0.495729040189927,0.4286105835082254,0.3425303395585738,0.3410142760487145,0.3562932114945437,0.4222851170952788
confidnet,do1,MCD-EMaha class pred,rew2.2,0.4177715371076493,0.3554488048821834,0.3574068308786186,0.4874294047820925,0.4201189076104857,0.3426003056027165,0.3247752198917455,0.3548945811264364,0.4073904367880796
confidnet,do1,MCD-EMaha,rew2.2,0.4222105616608592,0.3755443380233937,0.3772845522261723,0.5083077581821265,0.4392926197927493,0.3519727758913412,0.344608398173207,0.3685630313876486,0.4410509364593554
confidnet,do1,MCD-Residual,rew2.2,0.4677102826489769,0.3741916087472453,0.3771400880311495,0.4925154400542648,0.4311456781967276,0.3986483870967742,0.3141352757104194,0.3556401356978012,0.434987485502452
confidnet,do1,MCD-Maha,rew2.2,0.4955418616678311,0.440630132225801,0.4423828254613171,0.5546867305409531,0.491016129935539,0.4324055772495756,0.3779854448579161,0.4379467121001223,0.5438909088559196
confidnet,do1,MCD-pNML class avg,rew2.2,0.5004150811768764,0.3176507374131209,0.3189274504824784,0.3274026199762591,0.3376783163282256,0.5030403056027165,0.2432236891069012,0.4191208716715776,0.1617267147577075
confidnet,do1,MCD-EMaha global,rew2.2,0.5486484285434112,0.5632085014409223,0.5645755290333503,0.667468000678311,0.606566325615302,0.5241560016977929,0.5694560047361299,0.514110010424387,0.6426751285523236
confidnet,do1,MCD-Maha class avg,rew2.2,0.5625206233019748,0.5913516273944737,0.5925152869476892,0.6555232745463795,0.608807440292281,0.5346551443123939,0.562111950270636,0.5931851624215911,0.7170240737626887
confidnet,do1,MCD-EpNML class avg,rew2.2,0.5855964586165601,0.3410486946940159,0.341231200270865,0.3302889435306088,0.3374910750474368,0.599319923599321,0.2125190713802435,0.5108178925866339,0.1084846948713275
