model,drop out,methods,reward,test,cifar100,cifar10,lsun resize,isun,places365,lsun cropped,textures,svhn
confidnet,do1,MCD-MSR global,rew2.2,120.99915409374644,323.5404695130652,323.53632045524694,314.7094241868131,285.75996853909425,327.4890395965078,306.6108978111882,241.6809831495011,566.3101404361971
confidnet,do1,MCD-MSR class,rew2.2,121.00085721640306,323.1790508332955,323.1808866487397,313.95747314165425,285.1133762722528,327.3395423574022,305.8879477509818,241.6728575889692,565.1380906270041
confidnet,do1,MCD-GEN class,rew2.2,121.0883886633803,321.2102179796306,320.9962876193314,310.9031738165909,282.7494159194968,327.16297217617785,302.4051667977228,242.45578133943545,561.0302966583945
confidnet,do1,MCD-GEN global,rew2.2,121.12453698740056,322.06263673399576,321.825617036965,311.67884773884373,283.80797179619725,328.3471275770965,303.6541374962003,243.23263734773028,561.6217009905573
confidnet,do1,MCD-MSR class pred,rew2.2,121.15218599288104,324.0138980697896,323.99581540063593,315.0005750758898,285.9958642548257,327.80326327787856,306.6787488134624,243.21690067648888,566.606517827244
confidnet,do1,MCD-GEN class pred,rew2.2,121.18311183647408,322.3230028491606,322.1265846437482,312.18403156172684,283.8932382136574,327.92019974314326,303.4639162467873,244.1130952323724,562.5253105866269
confidnet,do1,MCD-MSR,rew2.2,121.21732354066462,324.2546975517979,323.99265156095754,312.9933483385378,285.0183646914807,327.0103272321693,307.0418992580924,241.91271156040293,566.9574609597987
confidnet,do1,MCD-PCE class,rew2.2,121.61710844747076,321.54805328708625,321.4981154388194,312.281202992788,283.14101943503545,325.6575569089636,303.6357772031005,240.7828221791737,563.7590994598482
confidnet,do1,MCD-PCE global,rew2.2,121.61860442631748,321.8920470707987,321.83580728359414,313.02933497303786,283.7983808081453,325.7991941425951,304.3277709756218,240.78306885060417,564.891561087102
confidnet,do1,MCD-PCE class pred,rew2.2,121.69320886496764,322.3010109191515,322.2520965793145,313.3142296750822,283.99216725082925,326.0807208291063,304.4758253732107,242.0955928927389,565.1833827489254
confidnet,do1,MCD-GEN,rew2.2,121.72808920387696,321.8690016110351,321.3908469166767,309.4775434243707,282.3772566254429,326.5268612268238,302.8603090079592,243.45562009322668,561.8885597325332
confidnet,do1,MCD-PCE,rew2.2,122.54607306426624,322.21275093947133,321.915218272963,311.1905090594783,282.6977742226966,324.78639884937445,303.8906258631996,241.06295145288465,565.1965831193947
confidnet,do1,MCD-Confidence,rew2.2,122.61537648965086,316.305479323268,316.4184208776788,306.31610939529634,277.1083361487519,322.1706165786325,295.9384039087648,236.5164000031876,559.4345414282135
confidnet,do1,MCD-EGEN,rew2.2,122.8451053910798,318.79132971288175,318.3516754819345,308.74075067931835,279.52195871807606,324.05661827687686,298.3348494437872,241.0463390310261,559.182811012678
confidnet,do1,MCD-EMSR,rew2.2,123.3762760633771,321.159819901834,320.8155213165761,311.3465068548581,282.0185140932748,324.7543321488996,301.8162326696502,241.17710069015848,563.5654176463861
confidnet,do1,MCD-GEN class avg,rew2.2,123.58755017516928,329.1556840348413,329.0150330604299,324.09608990788297,294.9633033028041,331.81762496563925,313.1588129858735,247.206140022539,571.6916546507878
confidnet,do1,MCD-MSR class avg,rew2.2,123.62349972154738,331.0611186817294,331.2090917450259,327.0288662901455,297.22883283911426,331.71243887321987,316.7266801516223,245.9388500940128,576.0174230067581
confidnet,do1,MCD-PCE class avg,rew2.2,124.08859248242032,329.10088078098414,329.1196278161751,325.27230222973594,295.06853085293653,329.669833803506,314.0986869262663,244.7915174357932,574.5628724106954
confidnet,do1,MCD-REN class,rew2.2,124.46976490920902,317.3327575164841,317.07474759258446,307.89026700470737,278.4407533151196,321.964473473002,296.87314429582534,240.5056501052256,559.4224149164958
confidnet,do1,MCD-REN class pred,rew2.2,124.54840962934152,318.1391021495133,317.90775989687035,309.0972277162661,279.45403248154145,322.3636935687172,297.7891980013822,241.48274375954057,560.8229710239824
confidnet,do1,MCD-REN global,rew2.2,124.5508522985167,317.89908868873283,317.6469552777716,308.9935807988274,279.3896964259769,322.1069597795926,297.7433605520331,240.49074523684257,560.7887367557212
confidnet,do1,MCD-fDBD class avg,rew2.2,125.49127144715746,306.82578646221214,306.45650123483017,288.6880115368139,263.5375554965688,320.89563907502725,285.92042127076087,215.30749988184596,527.849348040001
confidnet,do1,MCD-PE class,rew2.2,125.64137511054936,319.3212283870223,319.2693386865943,310.99405570286257,280.6501366735103,322.34627625516976,300.39759754512545,239.06683040770687,563.3971523845141
confidnet,do1,MCD-PE global,rew2.2,125.64599246152083,319.59558407886715,319.5389600264954,311.68805286197164,281.2698178270168,322.4506341370469,301.0029316427785,239.07306178466877,564.3676579382717
confidnet,do1,MCD-PE class pred,rew2.2,125.6880580353512,319.7370565234134,319.69536777199386,311.7670278249405,281.26671755938884,322.55498443556104,301.0459288493061,239.87125261163504,564.4933732588164
confidnet,do1,MCD-EPCE,rew2.2,125.78926289183111,321.2861617935359,320.98971123991794,311.9593924795021,281.9802737432781,323.676393375116,301.09191581413364,241.26762604118684,564.8647436255117
confidnet,do1,MCD-REN,rew2.2,126.810480104824,317.6013892245133,316.9440993656172,304.6480176979612,277.2219976611552,324.41301661724657,294.7914214528904,267.3640180842996,556.7011904296417
confidnet,do1,MCD-fDBD class pred,rew2.2,126.88094680554546,308.9774934229663,308.629227891765,293.2589356773259,267.7928855474032,323.0820635449413,289.85331279762715,213.630617726473,530.8414362127073
confidnet,do1,MCD-fDBD global,rew2.2,127.0174475667041,308.7381872886989,308.3713056708869,293.0720681056942,267.51675177553585,321.9870795390896,290.09142554644984,212.39808073697648,531.6768665379537
confidnet,do1,MCD-EREN,rew2.2,127.03813585182394,315.1981395524039,314.5984555270633,304.4702243636568,275.09718678603565,321.78804986214044,292.0777591355926,260.8921329421749,555.6443345547905
confidnet,do1,MCD-fDBD,rew2.2,127.22428319349676,308.85719937021867,308.4790623251306,292.86098193935334,267.313407036891,321.946372377028,290.09480265059614,212.05105918798992,531.5858499073262
confidnet,do1,MCD-REN class avg,rew2.2,127.33213438118236,324.7552072511357,324.6493860514228,321.6721985471467,290.6216072323898,325.4276131377353,307.24304171534465,243.81158787846047,571.430987130632
confidnet,do1,MCD-PE class avg,rew2.2,128.26093980817438,326.14192337605675,326.1726269687987,323.7176350393477,292.06373000088104,325.95359666121783,309.99369263076017,242.63022001129687,574.244692493048
confidnet,do1,MCD-PE,rew2.2,129.2488748111193,321.17449729882327,320.9176490035928,312.0054254332392,281.51247627838313,321.99869535006513,300.7764339826271,240.4447380422641,566.9861573607969
