model,drop out,methods,reward,test,cifar100,tinyimagenet,lsun resize,isun,places365,lsun cropped,textures,svhn
confidnet,do1,MCD-ENNGuide class avg,rew2.2,0.0524444444444444,0.5397819281010472,0.5398984990821726,0.5397236614853196,0.5113734028533776,0.5397236614853196,0.5399859603650305,0.398108279805181,0.7534151423940727
confidnet,do1,MCD-Energy global,rew2.2,0.0524444444444444,0.5397819281010472,0.5398984990821726,0.5397236614853196,0.5113734028533776,0.5397236614853196,0.5399859603650305,0.398108279805181,0.7534151423940727
confidnet,do1,MCD-EMLS,rew2.2,0.0524444444444444,0.5397819281010472,0.5398984990821726,0.5397236614853196,0.5113734028533776,0.5397236614853196,0.5399859603650305,0.398108279805181,0.7534151423940727
confidnet,do1,MCD-MLS global,rew2.2,0.0524444444444444,0.9245927333831788,0.930900514125824,0.9312103192011516,0.9343570811407906,0.9149585167566936,0.9358205795288086,0.398108279805181,0.7534151423940727
confidnet,do1,MCD-MLS class pred,rew2.2,0.0524444444444444,0.8711029887199402,0.9329358577728272,0.920351043343544,0.9211217761039734,0.9365968108177184,0.8851048350334167,0.398108279805181,0.7534151423940727
confidnet,do1,MCD-MLS class avg,rew2.2,0.0524444444444444,0.8252748847007751,0.927357812722524,0.9154592951138816,0.9241867065429688,0.9406174421310424,0.94218248128891,0.398108279805181,0.7534151423940727
confidnet,do1,MCD-MLS class,rew2.2,0.0524444444444444,0.8801157474517822,0.9279823104540508,0.9253878116607666,0.92637237906456,0.9278205037117004,0.8942621946334839,0.398108279805181,0.7534151423940727
confidnet,do1,MCD-MLS,rew2.2,0.0524444444444444,0.9228200614452362,0.9272602979953471,0.9297512537903256,0.9300988362385676,0.9194163084030152,0.8915090560913086,0.925881564617157,0.7534151423940727
confidnet,do1,MCD-ENNGuide,rew2.2,0.0524444444444444,0.5397819281010472,0.5398984990821726,0.5397236614853196,0.5113734028533776,0.5397236614853196,0.5399859603650305,0.398108279805181,0.7534151423940727
confidnet,do1,MCD-EEnergy,rew2.2,0.0524444444444444,0.5397819281010472,0.5398984990821726,0.5397236614853196,0.5113734028533776,0.5397236614853196,0.5399859603650305,0.398108279805181,0.7534151423940727
confidnet,do1,MCD-ENNGuide class pred,rew2.2,0.0524444444444444,0.5397819281010472,0.5398984990821726,0.5397236614853196,0.5113734028533776,0.5397236614853196,0.5399859603650305,0.398108279805181,0.7534151423940727
confidnet,do1,MCD-ENNGuide global,rew2.2,0.0524444444444444,0.5397819281010472,0.5398984990821726,0.5397236614853196,0.5113734028533776,0.5397236614853196,0.5399859603650305,0.398108279805181,0.7534151423940727
confidnet,do1,MCD-ENeCo,rew2.2,0.0524444444444444,0.5397819281010472,0.5398984990821726,0.5397236614853196,0.5113734028533776,0.5397236614853196,0.5399859603650305,0.398108279805181,0.7534151423940727
confidnet,do1,MCD-GradNorm global,rew2.2,0.0524444444444444,0.5397819281010472,0.5398984990821726,0.5397236614853196,0.5113734028533776,0.5397236614853196,0.5399859603650305,0.398108279805181,0.7534151423940727
confidnet,do1,MCD-GradNorm class pred,rew2.2,0.0524444444444444,0.5397819281010472,0.5398984990821726,0.5397236614853196,0.5113734028533776,0.5397236614853196,0.5399859603650305,0.398108279805181,0.7534151423940727
confidnet,do1,MCD-GradNorm class avg,rew2.2,0.0524444444444444,0.5397819281010472,0.5398984990821726,0.5397236614853196,0.5113734028533776,0.5397236614853196,0.5399859603650305,0.398108279805181,0.7534151423940727
confidnet,do1,MCD-GradNorm,rew2.2,0.0524444444444444,0.5397819281010472,0.5398984990821726,0.5397236614853196,0.5113734028533776,0.5397236614853196,0.5399859603650305,0.398108279805181,0.7534151423940727
confidnet,do1,MCD-Energy class pred,rew2.2,0.0524444444444444,0.5397819281010472,0.5398984990821726,0.5397236614853196,0.5113734028533776,0.5397236614853196,0.5399859603650305,0.398108279805181,0.7534151423940727
confidnet,do1,MCD-Energy,rew2.2,0.0524444444444444,0.5397819281010472,0.5398984990821726,0.5397236614853196,0.5113734028533776,0.5397236614853196,0.5399859603650305,0.398108279805181,0.7534151423940727
