dataset,n_methods,spearman_r,spearman_p,kendall_tau,kendall_p,actual_best,predicted_best,top1_hit,top3_jaccard,regret,norm_regret,clique_hit,actual_top3,predicted_top3
cifar10,22,0.3822699040090345,0.07913423131078041,0.23809523809523808,0.12887799882436143,Energy,Energy,True,0.2,0.0,0.0,True,Energy|NNGuide|PE,Energy|fDBD|CTM
cifar100,22,0.5290796160361377,0.011345469832825028,0.36796536796536794,0.016542352747196835,fDBD,CTM,False,0.0,4.395992399140766,0.02577146428046251,False,fDBD|CTMmean|CTMmeanOC,CTM|pNML|KPCA RecError global
supercifar100,22,0.35177865612648224,0.10838884297068949,0.24675324675324675,0.11503559714073973,Energy,Energy,True,0.2,0.0,0.0,False,Energy|fDBD|KPCA RecError global,Energy|NNGuide|CTMmean
tinyimagenet,22,0.6871823828345569,0.0004106803574022344,0.5238095238095238,0.0004255921399794888,CTM,CTMmeanOC,False,0.5,0.7680448971668739,0.0022105974550683245,False,CTM|CTMmean|CTMmeanOC,CTMmeanOC|CTMmean|Energy
