feature,mean_importance,rank
max_equiangular_wc,0.19678671446679982,1
equiangular_wc,0.19046002834000164,2
equinorm_wc,0.14435459317814456,3
var_collapse,0.11359694862650932,4
equiangular_uc,0.10808845369176699,5
self_duality,0.10364874983674649,6
equinorm_uc,0.08133593333972576,7
max_equiangular_uc,0.057650770177858024,8
dropout,0.0040778083424475,9
