feature,mean_importance,rank
var_collapse,0.3280758615217819,1
self_duality,0.18501324228081992,2
equiangular_wc,0.11984786609744873,3
equiangular_uc,0.09935410600463813,4
max_equiangular_wc,0.09330694465302054,5
max_equiangular_uc,0.05623651211091447,6
equinorm_uc,0.05262352022160286,7
equinorm_wc,0.051859447009343744,8
dropout,0.013682500100429746,9
