group,target,n_folds,mean_spearman,mean_kendall,top1_accuracy,mean_top3_jaccard,mean_regret,mean_norm_regret,clique_hit_rate
near,augrc,4,0.2905138339920949,0.17316017316017318,0.0,0.1,5.724213863852441,0.029012816631846714,0.0
mid,augrc,4,0.044325239977413895,0.0367965367965368,0.0,0.0,6.715085154714828,0.03035875131939756,0.0
far,augrc,4,0.053077357425183526,0.05194805194805193,0.0,0.125,17.310145089002276,0.06354549806829429,0.0
all,augrc,4,0.248729531338227,0.17316017316017315,0.0,0.1,5.244559526465473,0.024259579143706696,0.0
near,pct_rank,4,0.5264049913386026,0.4013024625870729,0.0,0.2,3.80129125381859,0.02367022082624536,0.0
mid,pct_rank,4,0.41435792669838356,0.3268979787596572,0.0,0.3,1.924311647767972,0.009783440199736562,0.0
far,pct_rank,4,0.5068794796007048,0.39346918606120995,0.0,0.275,5.669127581082549,0.0312214241183895,0.0
all,pct_rank,4,0.5049864399762763,0.3885530592262706,0.25,0.35,2.5857875887733854,0.014347662955015111,0.0
