feature,mean_importance,rank
equiangular_uc,0.3486118025199374,1
max_equiangular_uc,0.22904513771018575,2
max_equiangular_wc,0.08572011658550781,3
equiangular_wc,0.0829120867677329,4
var_collapse,0.06189312893564226,5
self_duality,0.061059235629338036,6
equinorm_uc,0.05162783709871652,7
equinorm_wc,0.041741374558167364,8
dropout,0.037389280194772,9
