feature,mean_importance,rank
self_duality,0.36900712358171717,1
var_collapse,0.34120322307190565,2
equinorm_wc,0.06186469822371408,3
max_equiangular_wc,0.05450659128702165,4
equiangular_wc,0.052069113764108284,5
equiangular_uc,0.03927669433666174,6
equinorm_uc,0.036100266068980084,7
max_equiangular_uc,0.025807870359984164,8
dropout,0.020164419305907153,9
