dataset,n_methods,spearman_r,spearman_p,kendall_tau,kendall_p,actual_best,predicted_best,top1_hit,top3_jaccard,regret,norm_regret,clique_hit,actual_top3,predicted_top3
cifar10,22,0.6408808582721628,0.0013103389444030255,0.47186147186147187,0.0017126765454685755,Energy,PE,False,0.0,2.269778627824934,0.014349118893170252,False,Energy|NNGuide|MLS,PE|CTMmeanOC|KPCA RecError global
cifar100,22,0.2252964426877471,0.31341237574203634,0.2207792207792208,0.16029274039086885,fDBD,CTMmeanOC,False,0.0,1.7597846426354806,0.008542031749105002,False,fDBD|NNGuide|NeCo,CTMmeanOC|KPCA RecError global|CTMmean
supercifar100,22,0.5900621118012424,0.0038444041264623393,0.4458874458874459,0.003207140388506757,Energy,Energy,True,0.2,0.0,0.0,False,Energy|GradNorm|PE,Energy|MLS|GE
tinyimagenet,22,0.09994353472614344,0.6581099564182371,0.06493506493506493,0.6964081768655271,CTM,Energy,False,0.0,13.015925104763141,0.061669291639130416,False,CTM|CTMmeanOC|CTMmean,Energy|GradNorm|PCA RecError global
