feature,mean_importance,rank
equiangular_uc,0.3597727588425141,1
max_equiangular_uc,0.24161547531220728,2
equiangular_wc,0.09778899197490055,3
max_equiangular_wc,0.07812979555578758,4
self_duality,0.05826257552794853,5
var_collapse,0.0527676004643183,6
dropout,0.04333501850529669,7
equinorm_uc,0.039010036920857256,8
equinorm_wc,0.029317746896169797,9
