dataset,n_methods,spearman_r,spearman_p,kendall_tau,kendall_p,actual_best,predicted_best,top1_hit,top3_jaccard,regret,norm_regret,clique_hit,actual_top3,predicted_top3
cifar10,22,0.028797289666854884,0.8987720143803855,0.03896103896103896,0.8236433617484156,Energy,PE,False,0.0,2.252638734026334,0.01245817643934468,False,Energy|NNGuide|MLS,PE|CTM|PCE
cifar100,22,0.008469791078486732,0.9701593779567589,0.0303030303030303,0.8672669832921104,CTMmean,NeCo,False,0.0,11.912511272855909,0.0517034048892102,False,CTMmean|CTMmeanOC|fDBD,NeCo|NNGuide|Energy
supercifar100,22,0.1552795031055901,0.4901846897803074,0.12554112554112554,0.4343099494437716,ViM,GradNorm,False,0.0,6.156478319456767,0.022881786644884047,False,ViM|CTM|Energy,GradNorm|pNML|PCA RecError global
tinyimagenet,22,-0.015245623941276118,0.946312760752094,-0.047619047619047616,0.7805448221723992,CTM,Energy,False,0.0,6.538712292520302,0.03439163730415132,False,CTM|CTMmean|CTMmeanOC,Energy|GE|NeCo
