group,target,n_folds,mean_spearman,mean_kendall,top1_accuracy,mean_top3_jaccard,mean_regret,mean_norm_regret,clique_hit_rate
near,augrc,4,0.046866177300959905,0.02813852813852817,0.0,0.05,7.900620721313146,0.044803550776246204,0.0
mid,augrc,4,-0.24364765669113497,-0.21861471861471862,0.25,0.05,19.765527313649457,0.10120515697196678,0.0
far,augrc,4,0.0686053077357425,0.0627705627705628,0.0,0.25,39.59022205267284,0.1869144007412224,0.0
all,augrc,4,0.2738565782044043,0.17965367965367965,0.0,0.0,5.408159360478834,0.028957885500423258,0.0
near,pct_rank,4,0.10599545024301546,0.08972813277150132,0.25,0.1,6.8209172612505,0.03824407004516432,0.0
mid,pct_rank,4,-0.21265112395198915,-0.21148549295596852,0.25,0.1,19.21095715751082,0.098750487964234,0.0
far,pct_rank,4,0.3008167529221638,0.24563339298324763,0.0,0.1,38.89782206256049,0.18153045331359366,0.0
all,pct_rank,4,0.3012997698419609,0.23085790470921252,0.0,0.05,4.678226233654115,0.024556255583594,0.0
