dataset,n_methods,spearman_r,spearman_p,kendall_tau,kendall_p,actual_best,predicted_best,top1_hit,top3_jaccard,regret,norm_regret,clique_hit,actual_top3,predicted_top3
cifar10,22,0.4207579872107828,0.05118249963663168,0.323087929623134,0.03850407763728039,PE,CTM,False,0.2,-1.5441516626133307,-0.009611732660304793,True,PE|CTM|Confidence,CTM|REN|fDBD
cifar100,22,0.3264614645855282,0.13811763452650205,0.2516274900545971,0.10181227401537592,fDBD,CTM,False,0.2,1.9233510871923158,0.009316640985190574,False,fDBD|CTMmeanOC|PE,CTM|REN|CTMmeanOC
supercifar100,22,0.33220344284903275,0.13091701826059582,0.23913269502670276,0.1206333323637809,CTM,PE,False,0.2,-1.1507619700634564,-0.004525873718598273,False,CTM|Energy|REN,PE|CTM|PCE
tinyimagenet,22,0.7610170706082433,3.912975884360867e-05,0.5608748665171757,0.0002721844923983631,CTM,PE,False,0.5,9.410299145073424,0.044566066050863815,False,CTM|CTMmeanOC|CTMmean,PE|CTM|CTMmeanOC
