dataset,n_methods,spearman_r,spearman_p,kendall_tau,kendall_p,actual_best,predicted_best,top1_hit,top3_jaccard,regret,norm_regret,clique_hit,actual_top3,predicted_top3
cifar10,22,0.7526821005081875,5.307742527349435e-05,0.5844155844155845,6.428253197698925e-05,pNML,ViM,False,0.2,0.2778781365914256,0.0019384287904081541,False,pNML|ViM|PCA RecError global,ViM|Maha|CTMmean
cifar100,22,0.3269339356295879,0.13751473828962535,0.20346320346320346,0.19701520944492798,ViM,PE,False,0.0,4.195558342127555,0.025617990168947034,False,ViM|Maha|NeCo,PE|MSR|GE
supercifar100,22,-0.37323546019198195,0.08709931441089204,-0.2727272727272727,0.08028526277549888,ViM,PE,False,0.0,10.011811390506665,0.05035596720781901,False,ViM|Residual|pNML,PE|GE|MLS
tinyimagenet,22,-0.5189158667419538,0.013339157176970115,-0.40259740259740256,0.00832364836208073,PE,ViM,False,0.0,17.11723501602694,0.10130181693781064,False,PE|GE|GradNorm,ViM|pNML|Residual
