feature,mean_importance,rank
equiangular_uc,0.30306875076977363,1
var_collapse,0.13040991043503783,2
equiangular_wc,0.12432577249552926,3
max_equiangular_wc,0.09744967660889493,4
equinorm_wc,0.09024886327300038,5
max_equiangular_uc,0.08655998666860815,6
self_duality,0.08619566611489493,7
equinorm_uc,0.07204717279176286,8
dropout,0.009694200842498009,9
