feature,mean_importance,rank
equiangular_uc,0.2787586174832535,1
var_collapse,0.17055176055834875,2
equiangular_wc,0.12277513679357148,3
max_equiangular_wc,0.09372919749470424,4
self_duality,0.09261388033641364,5
max_equiangular_uc,0.08233744300393,6
equinorm_wc,0.07944930835004099,7
equinorm_uc,0.06767719843924581,8
dropout,0.012107457540491641,9
