dataset,n_methods,spearman_r,spearman_p,kendall_tau,kendall_p,actual_best,predicted_best,top1_hit,top3_jaccard,regret,norm_regret,clique_hit,actual_top3,predicted_top3
cifar10,22,0.4443817052512706,0.038263461748873746,0.33333333333333337,0.030888793762969845,Energy,PE,False,0.0,1.5157139431331927,0.009366173060511435,False,Energy|NNGuide|MLS,PE|KPCA RecError global|CTMmeanOC
cifar100,22,0.22303783173348396,0.31841675008781417,0.1948051948051948,0.21747455727039447,fDBD,Residual,False,0.2,50.60258458661036,0.24093677114940817,False,fDBD|CTMmeanOC|CTMmean,Residual|KPCA RecError global|CTMmeanOC
supercifar100,22,0.4522868435911915,0.03456587423827623,0.3246753246753246,0.035775933011400106,CTM,Energy,False,0.2,1.7844500208278191,0.0070208560501476254,False,CTM|ViM|Energy,Energy|GE|MLS
tinyimagenet,22,0.010728402032749858,0.9622067945199976,0.012987012987012986,0.9555771436337516,CTM,Energy,False,0.0,11.690469177307364,0.05244253197438359,False,CTM|CTMmeanOC|CTMmean,Energy|GradNorm|PCA RecError global
