group,target,n_folds,mean_spearman,mean_kendall,top1_accuracy,mean_top3_jaccard,mean_regret,mean_norm_regret,clique_hit_rate
near,augrc,4,0.455957086391869,0.34415584415584416,0.5,0.275,0.2890046574276042,0.0014336326480134866,1.0
mid,augrc,4,0.1727837380011293,0.11904761904761904,0.0,0.175,5.441141831197527,0.02495149493972727,0.0
far,augrc,4,0.07989836250705817,0.04545454545454545,0.0,0.0,6.360710362727737,0.036018619473722605,0.0
all,augrc,4,0.4288537549407115,0.34415584415584416,0.25,0.22499999999999998,3.1405792192267157,0.016664913489665027,0.25
near,pct_rank,4,0.4542502299185313,0.3600876150781303,0.0,0.2,4.946729880301341,0.026356245158079536,0.25
mid,pct_rank,4,0.46738211409087305,0.34924160257577697,0.0,0.15000000000000002,6.789300852864713,0.03290353651480542,0.0
far,pct_rank,4,0.3579593740932988,0.24950601364955938,0.0,0.175,6.776426033033733,0.0269562002960696,0.0
all,pct_rank,4,0.5010646895757116,0.37357447221812845,0.0,0.2,5.845210657087783,0.027449844079056093,0.0
