dataset,n_methods,spearman_r,spearman_p,kendall_tau,kendall_p,actual_best,predicted_best,top1_hit,top3_jaccard,regret,norm_regret,clique_hit,actual_top3,predicted_top3
cifar10,22,0.47374364765669114,0.025933448801781583,0.3246753246753246,0.035775933011400106,CTM,PCE,False,0.0,1.9998346534092093,0.012568988598928256,False,CTM|Confidence|Energy,PCE|MSR|PE
cifar100,22,0.3314511575381141,0.13184479008712222,0.23809523809523808,0.12887799882436143,fDBD,GradNorm,False,0.2,1.7010898469791869,0.008240015821028918,True,fDBD|CTMmeanOC|PE,GradNorm|CTMmeanOC|PCA RecError global
supercifar100,22,0.6058723884810843,0.0028034474393201676,0.45454545454545453,0.0026144720102174645,NNGuide,NNGuide,True,0.5,0.0,0.0,True,NNGuide|GE|Energy,NNGuide|Energy|MLS
tinyimagenet,22,0.5889328063241107,0.0039297192541944736,0.4458874458874459,0.003207140388506757,CTM,CTMmean,False,0.2,1.7341787291264552,0.008212865775549121,False,CTM|CTMmeanOC|CTMmean,CTMmean|Energy|NeCo
