dataset,n_methods,spearman_r,spearman_p,kendall_tau,kendall_p,actual_best,predicted_best,top1_hit,top3_jaccard,regret,norm_regret,clique_hit,actual_top3,predicted_top3
cifar10,22,0.531338226990401,0.010937355669205447,0.4112554112554112,0.006938579333071466,NNGuide,CTMmeanOC,False,0.2,7.042459862264536,0.043886592910457066,False,NNGuide|Energy|NeCo,CTMmeanOC|CTMmean|NNGuide
cifar100,22,0.7549407114624508,4.892592941008492e-05,0.6017316017316018,3.526283793204543e-05,Energy,Energy,True,0.5,0.0,0.0,False,Energy|NeCo|MLS,Energy|GE|NeCo
supercifar100,22,0.4319593450028233,0.04469242766019034,0.35064935064935066,0.022775270000007175,CTM,Energy,False,0.2,3.699284649957235,0.014597650625444684,False,CTM|KPCA RecError global|Energy,Energy|GradNorm|PCA RecError global
tinyimagenet,22,-0.0028232636928289105,0.9900512231067919,0.012987012987012986,0.9555771436337516,CTM,fDBD,False,0.0,1.8205723646850913,0.008175410422758352,False,CTM|CTMmeanOC|CTMmean,fDBD|Energy|REN
