dataset,n_methods,spearman_r,spearman_p,kendall_tau,kendall_p,actual_best,predicted_best,top1_hit,top3_jaccard,regret,norm_regret,clique_hit,actual_top3,predicted_top3
cifar10,22,0.20680006176499802,0.3558011964055038,0.11896120172138569,0.4445137082744537,PE,CTM,False,0.0,-0.07360460029727278,-0.0004039639977944153,False,PE|Confidence|GE,CTM|Energy|fDBD
cifar100,22,0.42372888118499075,0.049394391094675076,0.291307101214347,0.058655683173327915,CTMmean,CTM,False,0.5,4.218377371523957,0.018298153222160586,False,CTMmean|NNGuide|fDBD,CTM|CTMmean|fDBD
supercifar100,22,0.4396723817642266,0.04060926756905569,0.3050174082760012,0.048130602436562434,Energy,PE,False,0.2,2.311744057106182,0.008616190478741093,False,Energy|CTM|GE,PE|Energy|fDBD
tinyimagenet,22,0.7127930247524856,0.00019703198735870442,0.5206086001129595,0.0007115294321303706,CTM,NNGuide,False,0.2,1.9346821565991945,0.010156315969455536,False,CTM|CTMmeanOC|CTMmean,NNGuide|PE|CTMmeanOC
