feature,mean_importance,rank
max_equiangular_wc,0.18716465930513015,1
self_duality,0.1711561532752055,2
equiangular_wc,0.15797980754510807,3
var_collapse,0.13874951670511335,4
equinorm_wc,0.11019730801316108,5
equinorm_uc,0.08304309133783627,6
equiangular_uc,0.07941974938694048,7
max_equiangular_uc,0.05206456158344199,8
dropout,0.020225152848063147,9
