feature,mean_importance,rank
self_duality,0.2870163020179992,1
var_collapse,0.1985463912327693,2
equinorm_uc,0.12905073551561658,3
equinorm_wc,0.10881747606904275,4
equiangular_wc,0.08407158128858319,5
equiangular_uc,0.07804943572994834,6
max_equiangular_wc,0.058102507854272706,7
max_equiangular_uc,0.05107185230607137,8
dropout,0.005273717985696562,9
