dataset,n_methods,spearman_r,spearman_p,kendall_tau,kendall_p,actual_best,predicted_best,top1_hit,top3_jaccard,regret,norm_regret,clique_hit,actual_top3,predicted_top3
cifar10,22,0.31364803583437756,0.15519167038075213,0.24401392662080096,0.1138847158614695,Confidence,CTM,False,0.2,6.195165738042732,0.0380760153849235,False,Confidence|Energy|PE,CTM|Energy|KPCA RecError global
cifar100,22,0.7624965003295209,3.70218235169654e-05,0.5900230801280207,0.00012482865523928653,fDBD,CTM,False,0.5,2.3748378715458216,0.011363700154826545,False,fDBD|CTMmean|CTMmeanOC,CTM|CTMmean|CTMmeanOC
supercifar100,22,0.29765604123974637,0.1785065084300381,0.1908898200414185,0.21453096516446635,Energy,Energy,True,0.2,0.0,0.0,False,Energy|CTM|GE,Energy|NNGuide|NeCo
tinyimagenet,22,0.6461451825014607,0.0011593721420576348,0.5292854101148422,0.0005784644301127519,CTM,CTMmeanOC,False,0.5,1.773146745504988,0.007950936280310397,False,CTM|CTMmeanOC|CTMmean,CTMmeanOC|CTMmean|PE
