feature,mean_importance,rank
equinorm_uc,0.23672744217091746,1
var_collapse,0.20826554032152475,2
self_duality,0.17817381366872798,3
max_equiangular_wc,0.16443649502758254,4
equinorm_wc,0.1350349972395254,5
equiangular_wc,0.05802820642036278,6
max_equiangular_uc,0.008860435571136081,7
equiangular_uc,0.006839493851992103,8
dropout,0.0036335757282309725,9
