feature,mean_importance,rank
self_duality,0.3894042492638686,1
equiangular_wc,0.13527496209876255,2
max_equiangular_wc,0.1331286542956157,3
equinorm_wc,0.08560520988109822,4
equinorm_uc,0.07613371259759139,5
var_collapse,0.06870489045870426,6
equiangular_uc,0.06560050525226031,7
max_equiangular_uc,0.0350733221363054,8
dropout,0.01107449401579361,9
