dataset,n_methods,spearman_r,spearman_p,kendall_tau,kendall_p,actual_best,predicted_best,top1_hit,top3_jaccard,regret,norm_regret,clique_hit,actual_top3,predicted_top3
cifar10,22,0.17221908526256355,0.44344982637269703,0.11688311688311688,0.4680001686472355,Energy,CTM,False,0.2,3.2500160888159826,0.020083085779611435,False,Energy|PE|NNGuide,CTM|Energy|KPCA RecError global
cifar100,22,0.6092603049124788,0.0026144624895228586,0.43722943722943725,0.003915901652659439,fDBD,CTM,False,0.5,2.940392820242238,0.014000248362956647,False,fDBD|CTMmean|CTM,CTM|fDBD|Energy
supercifar100,22,0.28176171654432525,0.20395518659238385,0.2121212121212121,0.17796763426213033,CTM,Energy,False,0.2,1.7844500208278191,0.0070208560501476254,False,CTM|Energy|KPCA RecError global,Energy|CTMmean|NNGuide
tinyimagenet,22,0.8407679277244495,9.632871852933035e-07,0.6536796536796536,4.819929613011978e-06,CTM,CTMmeanOC,False,0.2,1.3086978129941258,0.005870716210087816,False,CTM|CTMmeanOC|CTMmean,CTMmeanOC|fDBD|NNGuide
