dataset,n_methods,spearman_r,spearman_p,kendall_tau,kendall_p,actual_best,predicted_best,top1_hit,top3_jaccard,regret,norm_regret,clique_hit,actual_top3,predicted_top3
cifar10,22,0.9006211180124224,1.1190800495436643e-08,0.7489177489177489,4.9051932829410744e-08,pNML,Residual,False,0.2,0.023210003032275495,0.00021377809483126786,True,pNML|Residual|PCA RecError global,Residual|ViM|Maha
cifar100,22,0.8464144551101074,6.881640411697458e-07,0.6969696969696969,7.127533877138262e-07,Residual,PCA RecError global,False,0.2,3.853845634790673,0.03175368085126807,False,Residual|ViM|Maha,PCA RecError global|pNML|Residual
supercifar100,22,-0.028240611123315593,0.900719403315037,-0.06941448001506126,0.6517399437840998,Residual,MLS,False,0.0,33.562155462780225,0.2917724132922613,False,Residual|pNML|PCA RecError global,MLS|Energy|GE
tinyimagenet,22,-0.5155279503105591,0.014063853357929122,-0.3939393939393939,0.00994337285340617,GradNorm,Residual,False,0.0,118.15207714963879,0.40238194101601404,False,GradNorm|GE|Energy,Residual|pNML|Maha
