feature,mean_importance,rank
max_equiangular_wc,0.24470848481764132,1
var_collapse,0.15330369375484237,2
equiangular_uc,0.1344509255834182,3
equinorm_uc,0.11828207260036158,4
self_duality,0.09129783763901879,5
max_equiangular_uc,0.08612380964872828,6
equiangular_wc,0.08086538527847176,7
equinorm_wc,0.06979222791801959,8
dropout,0.02117556275949812,9
