dataset,n_methods,spearman_r,spearman_p,kendall_tau,kendall_p,actual_best,predicted_best,top1_hit,top3_jaccard,regret,norm_regret,clique_hit,actual_top3,predicted_top3
cifar10,22,0.48277809147374373,0.02285806342926678,0.35064935064935066,0.022775270000007175,Maha,Maha,True,0.5,0.0,0.0,False,Maha|CTM|ViM,Maha|ViM|pNML
cifar100,22,0.20722755505364204,0.35478551222580323,0.12554112554112554,0.4343099494437716,CTMmeanOC,GradNorm,False,0.0,13.636703328235939,0.08017396645205503,False,CTMmeanOC|fDBD|CTMmean,GradNorm|PCA RecError global|MSR
supercifar100,22,0.025409373235460195,0.9106320314075294,0.021645021645021644,0.9112884689584274,Maha,Maha,True,0.5,0.0,0.0,False,Maha|ViM|Residual,Maha|ViM|CTMmean
tinyimagenet,22,0.5607001693958217,0.006638058325439212,0.41991341991341985,0.00575927662516516,CTM,CTMmean,False,0.2,1.0683780878188713,0.0030725130311139606,False,CTM|CTMmeanOC|CTMmean,CTMmean|PCE|REN
