feature,mean_importance,rank
var_collapse,0.2999030318505167,1
max_equiangular_wc,0.17517416645926798,2
equiangular_uc,0.11130726070343923,3
equiangular_wc,0.09637711127670986,4
equinorm_wc,0.07250134169034027,5
max_equiangular_uc,0.07180038056671419,6
equinorm_uc,0.06722820701513786,7
self_duality,0.06277598489400057,8
dropout,0.04293251554387342,9
