feature,mean_importance,rank
equiangular_uc,0.3500021380028123,1
max_equiangular_uc,0.2290566342161074,2
max_equiangular_wc,0.08547241350042664,3
equiangular_wc,0.08081671620071032,4
var_collapse,0.06321601946132342,5
self_duality,0.061785853537949735,6
equinorm_uc,0.05072915407456395,7
equinorm_wc,0.04142996247411724,8
dropout,0.037491108531989,9
