dataset,n_methods,spearman_r,spearman_p,kendall_tau,kendall_p,actual_best,predicted_best,top1_hit,top3_jaccard,regret,norm_regret,clique_hit,actual_top3,predicted_top3
cifar10,22,0.1101072840203275,0.6256982903977764,0.03896103896103896,0.8236433617484156,KPCA RecError global,KPCA RecError global,True,0.2,0.0,0.0,True,KPCA RecError global|pNML|PCA RecError global,KPCA RecError global|GradNorm|CTMmean
cifar100,22,-0.1609260304912479,0.47434088716881473,-0.1341991341991342,0.4020304086977944,KPCA RecError global,pNML,False,0.0,21.655808123934094,0.11196844411727691,False,KPCA RecError global|fDBD|GradNorm,pNML|PCA RecError global|CTMmeanOC
supercifar100,22,-0.4330886504799548,0.044075426333464576,-0.33333333333333337,0.030888793762969845,KPCA RecError global,ViM,False,0.0,46.80994622575261,0.20719276539155745,False,KPCA RecError global|GradNorm|CTMmeanOC,ViM|Residual|PE
tinyimagenet,22,-0.49068322981366463,0.020413268169169396,-0.4458874458874459,0.003207140388506757,Residual,KPCA RecError global,False,0.0,10.596354904911124,0.08565941837903271,False,Residual|pNML|Maha,KPCA RecError global|GradNorm|CTMmeanOC
