dataset,n_methods,spearman_r,spearman_p,kendall_tau,kendall_p,actual_best,predicted_best,top1_hit,top3_jaccard,regret,norm_regret,clique_hit,actual_top3,predicted_top3
cifar10,22,0.3946922642574817,0.06909060271028518,0.2813852813852814,0.07075900338074485,NNGuide,CTMmean,False,0.0,6.530288198069769,0.05248653553792245,False,NNGuide|Energy|NeCo,CTMmean|KPCA RecError global|CTMmeanOC
cifar100,22,0.047995482778091486,0.8320291403130908,0.0303030303030303,0.8672669832921104,fDBD,KPCA RecError global,False,0.0,6.836918310336415,0.03985139058117079,False,fDBD|REN|GEN,KPCA RecError global|Confidence|CTMmean
supercifar100,22,-0.145115753811406,0.519350532177154,-0.09956709956709957,0.5394123595200279,fDBD,Energy,False,0.0,10.248747864658895,0.046469151245960405,False,fDBD|CTM|KPCA RecError global,Energy|GradNorm|REN
tinyimagenet,22,0.0220214568040655,0.9225104517760874,-0.0303030303030303,0.8672669832921104,CTM,fDBD,False,0.0,1.8268870778458677,0.005267400529836759,False,CTM|CTMmeanOC|CTMmean,fDBD|REN|GEN
