dataset,n_methods,spearman_r,spearman_p,kendall_tau,kendall_p,actual_best,predicted_best,top1_hit,top3_jaccard,regret,norm_regret,clique_hit,actual_top3,predicted_top3
cifar10,22,0.43716466018892536,0.04190345581813792,0.303688350065893,0.04830898430333795,Energy,CTM,False,0.0,2.7933889337087123,0.015493527913675842,False,Energy|NNGuide|MLS,CTM|fDBD|KPCA RecError global
cifar100,22,0.6077379513737515,0.002698010536769238,0.4511941200978982,0.003348924553495505,Energy,CTM,False,0.2,6.722458802974188,0.029342346249664763,False,Energy|fDBD|ViM,CTM|NNGuide|fDBD
supercifar100,22,0.3959333679488846,0.06814292864824871,0.2689811100583624,0.08029670533806374,CTM,Energy,False,0.2,3.9415982523588013,0.014709722138461319,False,CTM|KPCA RecError global|fDBD,Energy|NNGuide|CTM
tinyimagenet,22,0.4286924768519307,0.04651516773159745,0.3731028300809543,0.015266832602074749,CTMmean,KPCA RecError global,False,0.2,13.69975742241715,0.07206854975741975,False,CTMmean|CTMmeanOC|CTM,KPCA RecError global|Energy|CTM
