dataset,n_methods,spearman_r,spearman_p,kendall_tau,kendall_p,actual_best,predicted_best,top1_hit,top3_jaccard,regret,norm_regret,clique_hit,actual_top3,predicted_top3
cifar10,22,0.27950310559006214,0.20775926035559858,0.2207792207792208,0.16029274039086885,Energy,KPCA RecError global,False,0.2,4.065584479624391,0.03245630487214596,False,Energy|Confidence|NeCo,KPCA RecError global|CTM|Energy
cifar100,22,0.7303022036489413,0.00011390819630648934,0.5639926501223728,0.0002452314458160329,CTMmean,KPCA RecError global,False,0.2,7.094588086350086,0.04187807795015627,False,CTMmean|fDBD|CTMmeanOC,KPCA RecError global|CTM|CTMmean
supercifar100,22,0.368926612551732,0.09110171915245369,0.28261136684973964,0.06660583495581596,ViM,Energy,False,0.2,10.481569586378697,0.04757581446143885,False,ViM|Energy|KPCA RecError global,Energy|NeCo|CTMmeanOC
tinyimagenet,22,0.6487859966120837,0.0010893930149235103,0.5064935064935064,0.0006916982505690321,CTM,CTMmeanOC,False,0.5,1.0347681719770208,0.0029754991898169212,False,CTM|CTMmean|CTMmeanOC,CTMmeanOC|CTMmean|REN
