feature,mean_importance,rank
equiangular_uc,0.2941635926536157,1
max_equiangular_uc,0.20430882500425593,2
var_collapse,0.13111531839048685,3
self_duality,0.08891933803912093,4
equinorm_uc,0.07530212838508987,5
max_equiangular_wc,0.0752160740185149,6
equinorm_wc,0.06582098424770629,7
equiangular_wc,0.05321222653232039,8
dropout,0.011941512728889133,9
