feature,mean_importance,rank
var_collapse,0.2997512464795041,1
max_equiangular_wc,0.18201256116792547,2
equiangular_uc,0.11323853584661965,3
equiangular_wc,0.09180295596474601,4
equinorm_wc,0.08864899372358948,5
equinorm_uc,0.07526342913550156,6
max_equiangular_uc,0.07348168351877687,7
self_duality,0.050888163319115005,8
dropout,0.02491243084422187,9
