dataset,n_methods,spearman_r,spearman_p,kendall_tau,kendall_p,actual_best,predicted_best,top1_hit,top3_jaccard,regret,norm_regret,clique_hit,actual_top3,predicted_top3
cifar10,22,0.19265539797877582,0.3903539528321449,0.15217535138062904,0.32329312372269137,Confidence,CTM,False,0.0,4.267605309236814,0.023522003422397828,False,Confidence|Energy|PE,CTM|CTMmean|ViM
cifar100,22,0.8418080439541816,9.06304917640806e-07,0.6739194132570714,1.2190179088822866e-05,CTMmean,CTM,False,0.5,2.5591789445242057,0.011107503877388113,False,CTMmean|CTMmeanOC|fDBD,CTM|fDBD|CTMmean
supercifar100,22,0.0694522868435912,0.758755244688898,0.0303030303030303,0.8672669832921104,CTM,Energy,False,0.2,0.04768645773424396,0.0001767026960194228,True,CTM|ViM|Energy,Energy|NNGuide|Confidence
tinyimagenet,22,0.5535159780169856,0.0075315825646570765,0.4511941200978982,0.003348924553495505,CTM,CTMmean,False,0.5,0.8227758795766249,0.004327550803140878,False,CTM|CTMmean|CTMmeanOC,CTMmean|PE|CTMmeanOC
