feature,mean_importance,rank
var_collapse,0.41808992100880293,1
equiangular_wc,0.11979774752712323,2
self_duality,0.09827070738762055,3
equinorm_wc,0.08723981367883629,4
equiangular_uc,0.08444214366133374,5
equinorm_uc,0.07594354114936584,6
max_equiangular_wc,0.05475706073648696,7
max_equiangular_uc,0.04739750614521729,8
dropout,0.01406155870521314,9
