feature,mean_importance,rank
max_equiangular_wc,0.2455063680541655,1
var_collapse,0.15382293495803875,2
equiangular_uc,0.13388401800321537,3
equinorm_uc,0.11800622859843286,4
self_duality,0.09140605972385041,5
max_equiangular_uc,0.0861933013202688,6
equiangular_wc,0.07957192252404775,7
equinorm_wc,0.06946444986292698,8
dropout,0.02214471695505357,9
