dataset,n_methods,spearman_r,spearman_p,kendall_tau,kendall_p,actual_best,predicted_best,top1_hit,top3_jaccard,regret,norm_regret,clique_hit,actual_top3,predicted_top3
cifar10,22,0.6329757199322417,0.0015682538131232186,0.4805194805194805,0.0013759591555648288,Energy,CTM,False,0.2,5.709408819771284,0.03609382208480809,False,Energy|NNGuide|PE,CTM|REN|NNGuide
cifar100,22,0.6171654432523999,0.0022148002181935707,0.45454545454545453,0.0026144720102174645,fDBD,CTM,False,0.5,1.8448835871658673,0.008955103819619972,False,fDBD|CTM|NeCo,CTM|fDBD|REN
supercifar100,22,0.5731225296442689,0.005300506147532187,0.41991341991341985,0.00575927662516516,CTM,Energy,False,0.2,-3.345383157523571,-0.013043202180363289,True,CTM|Energy|REN,Energy|Confidence|NNGuide
tinyimagenet,22,0.665725578769057,0.0007204130109213571,0.4805194805194805,0.0013759591555648288,CTM,PE,False,0.2,9.62434543641993,0.04560002925471007,False,CTM|CTMmeanOC|CTMmean,PE|CTMmeanOC|PCE
