ood_set,avg_clip_fid,low,mid,high
cifar100,0.19080717366812822,"CTM, Energy, MLS, NNGuide, NeCo, REN",,"CTM, CTMmeanOC"
cifar10,0.2171741844853313,"Confidence, GradNorm, NNGuide, PCE","Confidence, GradNorm, MLS, MSR, NNGuide, NeCo, PCE, PE, REN","CTM, CTMmean, CTMmeanOC, GEN, MSR, NNGuide, PCE, REN, fDBD"
tinyimagenet,0.25916467614357813,"CTM, Confidence, Energy, GE, MLS, NNGuide, PE","CTM, Energy, GE, GradNorm, MLS, NNGuide, NeCo, PE, REN","CTM, CTMmean, CTMmeanOC, Confidence, KPCA RecError global, NNGuide, ViM, fDBD"
isun,0.40957509267432773,"CTM, Confidence, Energy, GE, MLS, Maha, NNGuide, PCE, PE, ViM",,"CTM, CTMmean, CTMmeanOC, NNGuide"
lsun resize,0.44339047660145725,"CTM, Confidence, Energy, GE, MLS, Maha, NNGuide, PE","CTM, CTMmean, CTMmeanOC, Energy, GE, MLS, NNGuide, NeCo, PE, REN, ViM, fDBD, pNML","CTM, CTMmean, CTMmeanOC"
lsun cropped,0.452894850417105,"CTM, Confidence, GE, Maha, PCE, PE, ViM","CTMmean, Confidence, Energy, GE, GradNorm, KPCA RecError global, MLS, Maha, NNGuide, NeCo, PCE, PE, Residual, ViM","CTMmean, CTMmeanOC, KPCA RecError global, NNGuide, fDBD"
places365,0.5321273594354652,"CTM, Maha, Residual, ViM","CTMmean, CTMmeanOC, MSR, Maha, PCE, PE, REN, fDBD","CTM, CTMmean, CTMmeanOC, NNGuide, REN, fDBD"
textures,0.5468303877588535,"CTM, Maha, ViM","CTM, CTMmean, CTMmeanOC, KPCA RecError global, Maha, REN, ViM, fDBD","CTMmean, CTMmeanOC, fDBD"
svhn,0.6846676149471842,"CTM, CTMmean, CTMmeanOC, Confidence, GE, GEN, PCE, PE, REN","CTM, CTMmean, CTMmeanOC, Maha, REN, Residual, ViM, fDBD","CTM, CTMmean, CTMmeanOC, KPCA RecError global, NNGuide, fDBD"
