ood_set,avg_clip_fid,low,mid,high
cifar100,0.19080717366812822,CTM,,"MLS, NNGuide, NeCo"
cifar10,0.2171741844853313,"CTM, CTMmean, CTMmeanOC, GEN, NNGuide, REN","Energy, GEN, GradNorm, MSR, PCE, REN","GEN, MSR, PCE, PE"
tinyimagenet,0.25916467614357813,,"CTM, Energy, GradNorm, NNGuide","Energy, GE, GradNorm, MLS, NNGuide, NeCo"
isun,0.40957509267432773,"CTM, CTMmean, CTMmeanOC, NNGuide","CTM, Energy, NNGuide, NeCo, fDBD","Energy, GE, GradNorm, MLS, NNGuide, NeCo"
lsun resize,0.44339047660145725,"CTM, NNGuide","CTM, Energy, GE, GradNorm, KPCA RecError global, MLS, NNGuide, NeCo, ViM, fDBD","Energy, GE, MLS, NNGuide, NeCo"
lsun cropped,0.452894850417105,"CTM, KPCA RecError global, fDBD","Energy, GradNorm, MLS, NeCo","Energy, GE, MLS, NNGuide, NeCo"
places365,0.5321273594354652,"CTM, NNGuide, fDBD","Energy, GEN, GradNorm, MSR, NNGuide, PCE, REN, fDBD, pNML","Energy, GE, GradNorm, MLS, MSR, NNGuide, NeCo, PCE, PE"
textures,0.5468303877588535,"CTM, CTMmean, CTMmeanOC, fDBD","CTM, CTMmean, CTMmeanOC, KPCA RecError global, NNGuide, NeCo, ViM, fDBD","CTM, Energy, KPCA RecError global, MLS, NNGuide, NeCo, PCE, PE"
svhn,0.6846676149471842,"CTM, CTMmean, CTMmeanOC, KPCA RecError global, fDBD",,"CTM, Energy, GE, GEN, GradNorm, KPCA RecError global, MLS, MSR, NNGuide, NeCo, PCE, PE, REN, fDBD"
