ood_set,avg_clip_fid,low,mid,high
cifar100,0.19080717366812822,"PCA RecError global, ViM, pNML",,"GE, PE"
cifar10,0.2171741844853313,"CTM, Energy, GE, MLS, Maha, NeCo, ViM, fDBD","CTM, Energy, GE, MLS, NNGuide, NeCo","GE, MLS, NNGuide, NeCo, PCE, PE"
tinyimagenet,0.25916467614357813,"Residual, ViM, pNML","Maha, Residual, ViM, pNML","Maha, PCA RecError global, Residual, ViM, pNML"
isun,0.40957509267432773,"KPCA RecError global, Residual, ViM, pNML","CTMmeanOC, KPCA RecError global, Residual, ViM","GE, GEN, GradNorm, KPCA RecError global, MSR, PCE, PE, REN"
lsun resize,0.44339047660145725,"CTMmeanOC, KPCA RecError global, Residual, ViM","CTMmeanOC, KPCA RecError global, Maha, REN, Residual, ViM, fDBD","GE, GEN, GradNorm, KPCA RecError global, MLS, MSR, PCE, PE, REN"
lsun cropped,0.452894850417105,"Energy, KPCA RecError global, MLS, NNGuide","GradNorm, KPCA RecError global",GradNorm
places365,0.5321273594354652,"Residual, ViM, pNML","Maha, Residual, ViM, pNML","Maha, Residual, pNML"
textures,0.5468303877588535,"Residual, ViM, pNML","Maha, Residual, ViM, pNML","Maha, PCA RecError global, Residual, ViM, pNML"
svhn,0.6846676149471842,"CTMmean, CTMmeanOC, KPCA RecError global","CTMmeanOC, GradNorm, KPCA RecError global","GE, GradNorm"
