ood_set,avg_clip_fid,low,mid,high
cifar100,0.19080717366812822,"PCA RecError global, ViM, pNML","PCA RecError global, ViM, pNML","GE, PE"
cifar10,0.2171741844853313,"GE, MLS, NNGuide","CTM, GE, NeCo, fDBD","Energy, GE, MLS, NeCo, PE"
tinyimagenet,0.25916467614357813,"Maha, Residual, ViM, pNML","Maha, PCA RecError global, Residual, ViM, pNML","Maha, Residual, ViM, pNML"
isun,0.40957509267432773,"CTMmean, CTMmeanOC, KPCA RecError global, Residual, ViM, pNML","CTMmeanOC, KPCA RecError global, Maha, Residual, ViM","GradNorm, KPCA RecError global, PCE, PE, REN"
lsun resize,0.44339047660145725,"CTMmean, CTMmeanOC, KPCA RecError global, REN, Residual, ViM, pNML","KPCA RecError global, Maha, Residual, ViM, fDBD","CTM, GE, GEN, GradNorm, KPCA RecError global, MLS, MSR, PCE, PE, REN, fDBD"
lsun cropped,0.452894850417105,"CTMmeanOC, GradNorm, KPCA RecError global","Energy, KPCA RecError global, MLS",GradNorm
places365,0.5321273594354652,"Residual, pNML","Maha, PCA RecError global, Residual, ViM, pNML","Maha, Residual, pNML"
textures,0.5468303877588535,"Residual, ViM, pNML","Maha, Residual, ViM, pNML","Maha, Residual, ViM, pNML"
svhn,0.6846676149471842,"CTMmean, CTMmeanOC, KPCA RecError global, NNGuide","CTMmean, CTMmeanOC, KPCA RecError global","GE, GradNorm, KPCA RecError global, PE"
