ood_set,avg_clip_fid,low,mid,high
cifar100,0.19080717366812822,"CTM, CTMmeanOC","CTM, Energy, KPCA RecError global, MLS, NNGuide, NeCo, PE, REN, ViM","CTM, Energy, MLS, NNGuide, NeCo, PE, REN"
cifar10,0.2171741844853313,"CTM, CTMmean, CTMmeanOC, NNGuide, PCE, REN, fDBD","GEN, MSR, PCE, PE","Confidence, GradNorm, NNGuide"
tinyimagenet,0.25916467614357813,,"CTM, Confidence, GE, NNGuide, PE, fDBD","CTM, Energy, GE, MLS, NNGuide, NeCo, PE"
isun,0.40957509267432773,"CTM, CTMmean, CTMmeanOC, NNGuide, fDBD","CTM, Confidence, Energy, GE, NNGuide, PE, ViM, fDBD","CTM, Energy, GE, MLS, NNGuide, NeCo, PE, pNML"
lsun resize,0.44339047660145725,"CTM, CTMmean, CTMmeanOC, NNGuide, fDBD","CTM, Confidence, GE, NNGuide, PE, ViM, fDBD","CTM, Energy, GE, MLS, NNGuide, NeCo, PE"
lsun cropped,0.452894850417105,"CTM, CTMmean, CTMmeanOC, KPCA RecError global, NNGuide, fDBD","Confidence, KPCA RecError global, PE","Energy, GE, Maha, PE, Residual"
places365,0.5321273594354652,"CTM, CTMmean, CTMmeanOC, NNGuide, REN, fDBD","CTM, CTMmean, CTMmeanOC, Energy, GEN, KPCA RecError global, MLS, MSR, Maha, NNGuide, NeCo, PCE, PE, REN, ViM, fDBD","Maha, Residual, ViM"
textures,0.5468303877588535,"CTMmean, CTMmeanOC, fDBD","CTM, CTMmean, CTMmeanOC, Confidence, KPCA RecError global, NNGuide, ViM","CTM, Maha, ViM"
svhn,0.6846676149471842,"CTM, CTMmean, CTMmeanOC, NNGuide, fDBD","CTMmean, CTMmeanOC, Confidence, PE, REN","CTM, CTMmean, CTMmeanOC, Confidence, GEN, KPCA RecError global, Maha, REN, Residual, ViM, fDBD, pNML"
