ood_set,avg_clip_fid,low,mid,high
cifar100,0.19080717366812822,"MLS, NNGuide, NeCo","CTM, CTMmean, CTMmeanOC, Confidence, GEN, MLS, MSR, NNGuide, PCE, REN, fDBD",CTM
cifar10,0.2171741844853313,"Confidence, Energy, GEN, GradNorm, MSR, NeCo, PCE, REN","CTM, CTMmean, CTMmeanOC, GEN, MSR, NNGuide, REN","GEN, MSR, PCE, PE, REN, fDBD"
tinyimagenet,0.25916467614357813,"Energy, GradNorm, MLS, NNGuide, NeCo","CTM, Energy, GE, GradNorm, MLS, NNGuide, NeCo, PCE, PE, REN","CTMmean, CTMmeanOC, Energy, GE, KPCA RecError global, MLS, NNGuide, NeCo, ViM"
isun,0.40957509267432773,"CTM, Energy, GradNorm, MLS, NNGuide, NeCo","CTM, NNGuide, NeCo, REN","CTM, CTMmean, CTMmeanOC, Energy, GE, KPCA RecError global, MLS, NNGuide, NeCo, ViM, fDBD, pNML"
lsun resize,0.44339047660145725,"CTM, Energy, GE, GradNorm, KPCA RecError global, MLS, NNGuide, NeCo, PE","CTM, Energy, NNGuide, NeCo, REN","CTM, CTMmean, CTMmeanOC, Energy, GE, KPCA RecError global, MLS, NNGuide, NeCo, ViM, fDBD, pNML"
lsun cropped,0.452894850417105,"CTM, Energy, GradNorm, NNGuide","CTM, KPCA RecError global, NNGuide, fDBD","CTMmean, CTMmeanOC, Confidence, Energy, GE, GradNorm, KPCA RecError global, MLS, NNGuide, NeCo"
places365,0.5321273594354652,"Energy, GradNorm, MLS, NNGuide, NeCo, PCE, PE, fDBD","CTM, CTMmean, NNGuide, fDBD","GEN, PCE, REN, fDBD"
textures,0.5468303877588535,"CTM, KPCA RecError global, MLS, NNGuide, NeCo, PE","CTM, CTMmean, CTMmeanOC, NNGuide, fDBD","CTM, CTMmean, CTMmeanOC, fDBD"
svhn,0.6846676149471842,,"CTM, CTMmean, CTMmeanOC, Confidence, GEN, KPCA RecError global, NNGuide, REN, fDBD","CTM, GEN, REN, fDBD"
