ood_set,avg_clip_fid,low,mid,high
cifar100,0.19080717366812822,"CTM, Energy, MLS, NNGuide, NeCo, REN","CTM, CTMmean, CTMmeanOC","CTM, CTMmeanOC, NNGuide, fDBD"
cifar10,0.2171741844853313,"Confidence, GradNorm, MLS, NNGuide, PE","CTM, CTMmeanOC, Confidence, MLS, NNGuide, PCE","GEN, MSR, PCE, PE, REN, fDBD"
tinyimagenet,0.25916467614357813,"CTM, Confidence, Energy, GE, MLS, NNGuide, PE","CTM, Energy, GE, MLS, Maha, NNGuide, NeCo, PCE, PE, REN, Residual, ViM","CTM, CTMmean, CTMmeanOC, GradNorm, NNGuide, NeCo, fDBD"
isun,0.40957509267432773,"CTM, Confidence, Energy, GE, MLS, NNGuide, PE",,"CTM, CTMmean, CTMmeanOC, NNGuide, fDBD"
lsun resize,0.44339047660145725,"CTM, Confidence, Energy, GE, MLS, NNGuide, PE",,"CTM, CTMmean, CTMmeanOC, NNGuide, fDBD"
lsun cropped,0.452894850417105,"CTM, Confidence, GE, Maha, PCE, PE, ViM",,"CTMmean, CTMmeanOC, Confidence, GEN, GradNorm, KPCA RecError global, NNGuide, REN, fDBD"
places365,0.5321273594354652,"CTM, Maha, Residual, ViM","CTM, CTMmean, CTMmeanOC, Energy, GEN, GradNorm, MLS, Maha, NNGuide, NeCo, PCE, PE, REN, ViM, fDBD","CTMmeanOC, GEN, PCE, REN, fDBD"
textures,0.5468303877588535,"CTM, Maha, ViM","CTM, CTMmean, CTMmeanOC, GEN, KPCA RecError global, REN, fDBD","CTMmean, CTMmeanOC, fDBD"
svhn,0.6846676149471842,"CTM, CTMmean, CTMmeanOC, Confidence, GE, GEN, MSR, PCE, PE, REN","CTM, CTMmean, CTMmeanOC, GEN, KPCA RecError global, REN, fDBD, pNML","CTMmean, CTMmeanOC, Confidence, NNGuide, REN, fDBD"
