nc_metric,bin,ood_set,clip_fid,n_models,n_methods_input,n_methods_used,n_blocks_used,friedman_stat,friedman_p,significant,top_clique,top_clique_size
var_collapse,low,cifar100,0.19080717366812822,2,22,22,2,41.288537549407096,0.005163761050916325,True,"PCA RecError global, ViM, pNML",3
var_collapse,low,cifar10,0.2171741844853313,5,22,22,5,98.14150197628464,6.141764562069303e-12,True,NeCo,1
var_collapse,low,tinyimagenet,0.25916467614357813,7,22,22,7,128.0073404856014,2.3802206849061332e-17,True,"Maha, Residual, ViM, pNML",4
var_collapse,low,isun,0.40957509267432773,7,22,22,7,105.02371541501975,3.6902737054497556e-13,True,"CTMmeanOC, KPCA RecError global, Maha, ViM, fDBD",5
var_collapse,low,lsun resize,0.44339047660145725,7,22,22,7,98.88481084133264,4.542316460073848e-12,True,"CTMmeanOC, KPCA RecError global, Maha, ViM, fDBD",5
var_collapse,low,lsun cropped,0.452894850417105,7,22,22,7,101.79164313946922,1.3893878213585498e-12,True,KPCA RecError global,1
var_collapse,low,places365,0.5321273594354652,7,22,22,7,131.03613777526823,6.5122252855721035e-18,True,"Maha, Residual, ViM, pNML",4
var_collapse,low,textures,0.5468303877588535,7,22,22,7,134.03105590062114,1.7990711829858105e-18,True,"Maha, Residual, ViM",3
var_collapse,low,svhn,0.6846676149471842,7,22,22,7,104.46809712027107,4.637760387295946e-13,True,"CTMmeanOC, KPCA RecError global",2
var_collapse,mid,cifar100,0.19080717366812822,3,22,22,3,60.67588932806325,1.008595016596887e-05,True,"PCA RecError global, ViM, pNML",3
var_collapse,mid,cifar10,0.2171741844853313,3,22,22,3,46.30434782608694,0.0011639576112153307,True,"CTMmeanOC, Energy, GE, MLS, NNGuide, PCE, PE, fDBD",8
var_collapse,mid,tinyimagenet,0.25916467614357813,6,22,22,6,104.01581027667976,5.584933387057466e-13,True,"Maha, PCA RecError global, Residual, ViM, pNML",5
var_collapse,mid,isun,0.40957509267432773,6,22,22,6,77.4466403162055,2.1473077046304278e-08,True,"CTMmean, CTMmeanOC, KPCA RecError global, Maha, PCA RecError global, Residual, ViM, pNML",8
var_collapse,mid,lsun resize,0.44339047660145725,6,22,22,6,61.715415019762816,7.00039067710142e-06,True,"CTMmean, CTMmeanOC, KPCA RecError global, Maha, PCA RecError global, Residual, ViM, pNML",8
var_collapse,mid,lsun cropped,0.452894850417105,6,22,22,6,70.91699604743081,2.5031023090129055e-07,True,"CTMmean, CTMmeanOC, Energy, KPCA RecError global, MLS, NNGuide",6
var_collapse,mid,places365,0.5321273594354652,6,22,22,6,117.0513833992095,2.473759984871992e-15,True,"PCA RecError global, Residual, pNML",3
var_collapse,mid,textures,0.5468303877588535,6,22,22,6,114.93280632411063,6.019004084538035e-15,True,"PCA RecError global, Residual, ViM, pNML",4
var_collapse,mid,svhn,0.6846676149471842,6,22,22,6,79.57312252964425,9.515352693944146e-09,True,"CTMmean, CTMmeanOC, KPCA RecError global, NNGuide",4
var_collapse,high,cifar100,0.19080717366812822,5,22,22,5,100.97786561264826,1.9372104211368418e-12,True,"GE, PE",2
var_collapse,high,cifar10,0.2171741844853313,7,22,22,7,126.38791643139473,4.749782322832048e-17,True,"Energy, GE, MLS, NNGuide, NeCo, PE",6
var_collapse,high,tinyimagenet,0.25916467614357813,2,22,22,2,40.24505928853753,0.006942602280373469,True,"Maha, PCA RecError global, Residual, ViM, pNML",5
var_collapse,high,isun,0.40957509267432773,7,22,22,7,70.13495200451723,3.343200365959385e-07,True,"GE, GEN, GradNorm, KPCA RecError global, MSR, PCE, PE, REN",8
var_collapse,high,lsun resize,0.44339047660145725,7,22,22,7,74.63410502540944,6.236316468491492e-08,True,"GE, GEN, GradNorm, KPCA RecError global, MLS, MSR, PCE, PE, REN",9
var_collapse,high,lsun cropped,0.452894850417105,7,22,22,7,125.39864483342751,7.238560217058516e-17,True,"GE, GradNorm, KPCA RecError global",3
var_collapse,high,places365,0.5321273594354652,7,22,22,7,134.4579333709769,1.497109199439347e-18,True,"Maha, Residual, pNML",3
var_collapse,high,textures,0.5468303877588535,7,22,22,7,130.4601919819312,8.335521792256645e-18,True,"Residual, ViM, pNML",3
var_collapse,high,svhn,0.6846676149471842,7,22,22,7,116.01411631846418,3.824651239606937e-15,True,"Energy, GE, GradNorm, KPCA RecError global, MLS",5
cdnv_score,low,cifar100,0.19080717366812822,5,22,22,5,101.44268774703562,1.6023392268801694e-12,True,"PCA RecError global, ViM, pNML",3
cdnv_score,low,cifar10,0.2171741844853313,2,22,22,2,39.391304347826065,0.008810567066125947,True,"CTM, Energy, GE, MLS, Maha, NeCo, ViM, fDBD",8
cdnv_score,low,tinyimagenet,0.25916467614357813,7,22,22,7,130.60926030491248,7.81976027820898e-18,True,"Maha, PCA RecError global, Residual, ViM, pNML",5
cdnv_score,low,isun,0.40957509267432773,7,22,22,7,106.399209486166,2.093553605523124e-13,True,"KPCA RecError global, Residual, ViM, pNML",4
cdnv_score,low,lsun resize,0.44339047660145725,7,22,22,7,99.34556747600232,3.766630741485408e-12,True,"CTMmeanOC, KPCA RecError global, ViM",3
cdnv_score,low,lsun cropped,0.452894850417105,7,22,22,7,104.49520045172221,4.586373568918439e-13,True,"Energy, KPCA RecError global, MLS, NNGuide",4
cdnv_score,low,places365,0.5321273594354652,7,22,22,7,135.1016374929419,1.1346243550080084e-18,True,"Residual, ViM, pNML",3
cdnv_score,low,textures,0.5468303877588535,7,22,22,7,137.38509316770194,4.236632612112577e-19,True,"Residual, ViM, pNML",3
cdnv_score,low,svhn,0.6846676149471842,7,22,22,7,100.33483907396953,2.5180319777857337e-12,True,"CTMmean, CTMmeanOC, KPCA RecError global",3
cdnv_score,mid,cifar10,0.2171741844853313,6,22,22,6,94.44268774703556,2.7342758828691e-11,True,"CTM, Energy, GE, MLS, NNGuide, NeCo, PE, fDBD",8
cdnv_score,mid,tinyimagenet,0.25916467614357813,6,22,22,6,103.794466403162,6.116307964509546e-13,True,"Maha, Residual, ViM, pNML",4
cdnv_score,mid,isun,0.40957509267432773,6,22,22,6,85.43083003952563,9.793195871999745e-10,True,"CTMmeanOC, KPCA RecError global, Maha, Residual, ViM",5
cdnv_score,mid,lsun resize,0.44339047660145725,6,22,22,6,74.2450592885375,7.220353736742899e-08,True,"KPCA RecError global, Maha, REN, Residual, ViM, fDBD",6
cdnv_score,mid,lsun cropped,0.452894850417105,6,22,22,6,105.28853754940712,3.3091373666739837e-13,True,"GradNorm, KPCA RecError global, REN",3
cdnv_score,mid,places365,0.5321273594354652,6,22,22,6,108.37154150197625,9.262951469392859e-14,True,"Maha, Residual, ViM, pNML",4
cdnv_score,mid,textures,0.5468303877588535,6,22,22,6,107.5494071146245,1.3017448388770146e-13,True,"Maha, Residual, ViM, pNML",4
cdnv_score,mid,svhn,0.6846676149471842,6,22,22,6,108.498023715415,8.790110770463951e-14,True,"CTMmeanOC, GradNorm, KPCA RecError global",3
cdnv_score,high,cifar100,0.19080717366812822,5,22,22,5,100.97786561264826,1.9372104211368418e-12,True,"GE, PE",2
cdnv_score,high,cifar10,0.2171741844853313,7,22,22,7,126.699604743083,4.158841738285414e-17,True,"Energy, GE, MLS, NNGuide, NeCo, PE",6
cdnv_score,high,tinyimagenet,0.25916467614357813,2,22,22,2,37.138339920948596,0.016228794424680948,True,"CTMmean, CTMmeanOC, KPCA RecError global, Maha, PCA RecError global, Residual, ViM, pNML",8
cdnv_score,high,isun,0.40957509267432773,7,22,22,7,75.70468661773009,4.161939949420362e-08,True,"GE, GEN, GradNorm, KPCA RecError global, MSR, PCE, PE, REN",8
cdnv_score,high,lsun resize,0.44339047660145725,7,22,22,7,86.41050254093739,6.666903969951289e-10,True,"GE, GEN, GradNorm, MSR, PCE, PE, REN",7
cdnv_score,high,lsun cropped,0.452894850417105,7,22,22,7,121.71936758893287,3.4513072888500365e-16,True,"GradNorm, KPCA RecError global",2
cdnv_score,high,places365,0.5321273594354652,7,22,22,7,133.102766798419,2.681827452550438e-18,True,"Maha, Residual, pNML",3
