ood_set,avg_clip_fid,low,mid,high
cifar100,0.19080717366812822,"CTM, CTMmean, CTMmeanOC, NNGuide, REN, fDBD","MLS, NNGuide, NeCo",
cifar10,0.2171741844853313,CTM,"Energy, GEN, GradNorm, MSR, PCE, REN","GEN, MSR, PCE, REN"
tinyimagenet,0.25916467614357813,"Energy, MLS, NNGuide","CTM, Energy, GE, MLS, NNGuide, NeCo, PE","CTM, CTMmean, CTMmeanOC, Energy, GradNorm, KPCA RecError global, NNGuide, NeCo"
isun,0.40957509267432773,"CTM, CTMmean, CTMmeanOC, NNGuide, NeCo, fDBD","CTM, Energy, GE, MLS, NNGuide, NeCo, PCE, PE","CTM, CTMmean, CTMmeanOC, Energy, GradNorm, KPCA RecError global, NNGuide, NeCo, ViM, fDBD, pNML"
lsun resize,0.44339047660145725,"CTM, CTMmean, CTMmeanOC, NNGuide, NeCo, fDBD","CTM, Energy, GE, GradNorm, KPCA RecError global, MLS, NNGuide, NeCo, PCE, PE","CTM, CTMmean, CTMmeanOC, Energy, KPCA RecError global, NNGuide, NeCo, ViM, pNML"
lsun cropped,0.452894850417105,"CTM, NNGuide","CTM, Energy","Energy, GradNorm, MLS, NeCo"
places365,0.5321273594354652,"CTM, NNGuide","Energy, MLS, NNGuide, NeCo, PCE, fDBD","GEN, REN, fDBD"
textures,0.5468303877588535,"CTM, CTMmean, CTMmeanOC, NNGuide, fDBD","CTM, GE, KPCA RecError global, MLS, NNGuide, NeCo, PE","CTM, CTMmean, CTMmeanOC, KPCA RecError global, ViM, fDBD"
svhn,0.6846676149471842,"CTM, CTMmean, CTMmeanOC, NNGuide, REN",,"CTM, GEN, KPCA RecError global, REN, fDBD"
