ood_set,avg_clip_fid,low,mid,high
cifar100,0.19080717366812822,"Energy, MLS, NNGuide, NeCo",CTM,"CTM, fDBD"
cifar10,0.2171741844853313,"Confidence, GE, GEN, GradNorm, MLS, MSR, NeCo, PCE, PE, REN","CTM, CTMmean, CTMmeanOC, Confidence, GEN, KPCA RecError global, MLS, MSR, NeCo, PE, REN, fDBD","GEN, MSR, NNGuide, PCE, PE, fDBD"
tinyimagenet,0.25916467614357813,"Energy, GE, GradNorm, MLS, NeCo","Energy, GE, MLS, NeCo, PE, pNML","CTM, CTMmean, CTMmeanOC, NNGuide, fDBD"
isun,0.40957509267432773,"Energy, GE, MLS, NNGuide, NeCo","CTM, CTMmean, CTMmeanOC, Energy, GE, GEN, KPCA RecError global, MLS, NNGuide, NeCo, PE, REN, fDBD, pNML","CTM, CTMmean, CTMmeanOC, NNGuide, fDBD"
lsun resize,0.44339047660145725,"Energy, GE, MLS, NNGuide, NeCo",,"CTM, CTMmean, CTMmeanOC, NNGuide, fDBD"
lsun cropped,0.452894850417105,"Confidence, Energy, NeCo","CTM, CTMmean, CTMmeanOC, KPCA RecError global, fDBD","CTMmean, CTMmeanOC, Confidence, GradNorm, KPCA RecError global, NNGuide, REN, fDBD"
places365,0.5321273594354652,"Confidence, Energy, GE, GradNorm, KPCA RecError global, MLS, NNGuide, NeCo, pNML","CTM, CTMmean, CTMmeanOC, KPCA RecError global, MLS, NNGuide, NeCo, PE, REN, fDBD","REN, fDBD"
textures,0.5468303877588535,"Energy, GE, MLS, NNGuide, NeCo","CTM, CTMmean, CTMmeanOC, NNGuide, fDBD","CTMmean, CTMmeanOC"
svhn,0.6846676149471842,"CTMmean, CTMmeanOC, Confidence, Energy, GE, GEN, GradNorm, MLS, MSR, NNGuide, NeCo, PCE, REN","CTM, CTMmean, CTMmeanOC, KPCA RecError global, fDBD","CTM, CTMmean, CTMmeanOC, fDBD"
