nc_metric,bin,ood_set,clip_fid,n_models,n_methods_input,n_methods_used,n_blocks_used,friedman_stat,friedman_p,significant,top_clique,top_clique_size
equiangular_wc,low,isun,0.40957509267432773,14,22,22,7,130.32467532467535,8.83376578449127e-18,True,"CTM, CTMmean, CTMmeanOC, NNGuide, fDBD",5
equiangular_wc,low,lsun resize,0.44339047660145725,14,22,22,7,130.62958780350084,7.751939939661624e-18,True,"CTM, CTMmean, CTMmeanOC",3
equiangular_wc,low,lsun cropped,0.452894850417105,14,22,22,7,107.55787690570298,1.2971930365915183e-13,True,"CTM, CTMmean, CTMmeanOC, KPCA RecError global, NNGuide, REN, fDBD",7
equiangular_wc,low,places365,0.5321273594354652,14,22,22,7,128.58328627893854,1.861009186397377e-17,True,"CTM, NNGuide, REN, fDBD",4
equiangular_wc,low,textures,0.5468303877588535,14,22,22,7,135.806324110672,8.374148945546664e-19,True,"CTMmean, CTMmeanOC",2
equiangular_wc,low,svhn,0.6846676149471842,14,22,22,7,126.42179559570866,4.6816936543182983e-17,True,"CTM, CTMmean, CTMmeanOC, KPCA RecError global, fDBD",5
equiangular_wc,mid,cifar10,0.2171741844853313,12,22,22,6,88.23715415019757,3.245044880748742e-10,True,"GEN, MLS, MSR, NeCo, PCE, PE, REN",7
equiangular_wc,mid,tinyimagenet,0.25916467614357813,12,22,22,6,64.13438735177863,2.9649855751069433e-06,True,"CTM, CTMmeanOC, Energy, GE, GradNorm, MLS, NNGuide, NeCo, PE, pNML",10
equiangular_wc,mid,isun,0.40957509267432773,12,22,22,6,59.15415019762844,1.7135459987973426e-05,True,"CTM, CTMmean, GradNorm, NNGuide, ViM, fDBD, pNML",7
equiangular_wc,mid,lsun resize,0.44339047660145725,12,22,22,6,58.616600790513814,2.0635927066885808e-05,True,"CTM, CTMmean, Energy, GE, GradNorm, MLS, NNGuide, NeCo, PE, ViM, fDBD, pNML",12
equiangular_wc,mid,lsun cropped,0.452894850417105,12,22,22,6,66.52964426877469,1.2511473293560554e-06,True,"CTMmean, CTMmeanOC, Confidence, GradNorm, KPCA RecError global, fDBD",6
equiangular_wc,mid,places365,0.5321273594354652,12,22,22,6,80.37944664031619,6.977005370059513e-09,True,"CTMmean, CTMmeanOC, NNGuide, fDBD",4
equiangular_wc,mid,textures,0.5468303877588535,12,22,22,6,116.52173913043475,3.090456148673133e-15,True,"CTM, CTMmean, CTMmeanOC, ViM, fDBD",5
equiangular_wc,mid,svhn,0.6846676149471842,12,22,22,6,97.60474308300394,7.634190645105089e-12,True,"CTM, CTMmean, CTMmeanOC, KPCA RecError global, ViM, fDBD",6
equiangular_wc,high,cifar100,0.19080717366812822,10,22,22,5,97.44901185770755,8.131107242820448e-12,True,"Energy, MLS, NNGuide, NeCo",4
equiangular_wc,high,cifar10,0.2171741844853313,4,22,22,2,39.67588932806322,0.008141115769633655,True,"Confidence, GradNorm, MLS, NeCo, PE",5
equiangular_wc,high,tinyimagenet,0.25916467614357813,14,22,22,7,94.58893280632412,2.57816400325866e-11,True,"Energy, GE, MLS, NeCo",4
equiangular_wc,high,isun,0.40957509267432773,14,22,22,7,84.25578769057029,1.5507993977103929e-09,True,"Energy, GE, MLS, NeCo, pNML",5
equiangular_wc,high,lsun resize,0.44339047660145725,14,22,22,7,91.66177300959919,8.327736754459767e-11,True,"Energy, GE, MLS, NeCo",4
equiangular_wc,high,lsun cropped,0.452894850417105,14,22,22,7,116.95595708639189,2.575014944385449e-15,True,"Energy, MLS, NeCo",3
equiangular_wc,high,places365,0.5321273594354652,14,22,22,7,94.69057029926603,2.4749187197700827e-11,True,"Energy, GE, GradNorm, MLS, NeCo, pNML",6
equiangular_wc,high,textures,0.5468303877588535,14,22,22,7,62.49181253529082,5.320811901569729e-06,True,"CTMmeanOC, Energy, GE, MLS, NNGuide, NeCo",6
equiangular_wc,high,svhn,0.6846676149471842,14,22,22,7,36.01863354037266,0.021760092980312888,True,"CTMmean, CTMmeanOC, Confidence, Energy, GE, GEN, GradNorm, MLS, MSR, NNGuide, NeCo, PCE, PE, REN",14
equinorm_uc,low,cifar100,0.19080717366812822,14,22,22,7,79.40429136081309,1.0152915782835828e-08,True,"Energy, GE, MLS, NNGuide, NeCo",5
equinorm_uc,low,cifar10,0.2171741844853313,4,22,22,2,41.62055335968378,0.004694582871797769,True,"CTM, CTMmeanOC",2
equinorm_uc,low,tinyimagenet,0.25916467614357813,10,22,22,5,91.6814229249012,8.262692902027639e-11,True,"Confidence, Energy, MLS, NeCo",4
equinorm_uc,low,isun,0.40957509267432773,14,22,22,7,78.24562394127611,1.582765767818221e-08,True,"Confidence, Energy, GE, GradNorm, MLS, NNGuide, NeCo, PE, fDBD",9
equinorm_uc,low,lsun resize,0.44339047660145725,14,22,22,7,82.64313946922641,2.9060540639164738e-09,True,"Confidence, Energy, GE, GradNorm, KPCA RecError global, MLS, NNGuide, NeCo, PE, fDBD",10
equinorm_uc,low,lsun cropped,0.452894850417105,14,22,22,7,90.92320722755505,1.1178711095121939e-10,True,"CTM, Confidence, Energy, MLS, NNGuide, NeCo",6
equinorm_uc,low,places365,0.5321273594354652,14,22,22,7,81.1524562394128,5.177459952496815e-09,True,"Energy, GE, GradNorm, MLS, NNGuide, NeCo",6
equinorm_uc,low,textures,0.5468303877588535,14,22,22,7,88.97176736307176,2.426552298942394e-10,True,"Energy, MLS, NNGuide, NeCo",4
equinorm_uc,low,svhn,0.6846676149471842,14,22,22,7,79.44494635798992,9.995624870333914e-09,True,"CTMmeanOC, Confidence, Energy, MLS, NNGuide, NeCo, PCE, PE, REN",9
equinorm_uc,mid,cifar100,0.19080717366812822,6,22,22,3,62.55731225296444,5.198760675943402e-06,True,CTM,1
equinorm_uc,mid,cifar10,0.2171741844853313,12,22,22,6,72.893280632411,1.199017813188891e-07,True,"CTM, CTMmean, CTMmeanOC, GEN, GradNorm, KPCA RecError global, MLS, MSR, NeCo, PE, REN, fDBD",12
equinorm_uc,mid,tinyimagenet,0.25916467614357813,6,22,22,3,45.22924901185769,0.0016159017106278713,True,"CTM, Energy, GE, MLS, NeCo, PE, pNML",7
equinorm_uc,mid,isun,0.40957509267432773,12,22,22,6,45.23320158102763,0.0016139672650634475,True,"CTM, CTMmeanOC, Energy, GE, MLS, NNGuide, NeCo, PE, REN, fDBD",10
equinorm_uc,mid,lsun resize,0.44339047660145725,12,22,22,6,38.22134387351775,0.012139938690480218,True,"CTM, CTMmean, CTMmeanOC, Energy, GE, KPCA RecError global, MLS, NNGuide, NeCo, PE, REN, fDBD, pNML",13
equinorm_uc,mid,lsun cropped,0.452894850417105,12,22,22,6,74.18181818181813,7.394213307591781e-08,True,"CTM, CTMmean, CTMmeanOC, KPCA RecError global, fDBD",5
equinorm_uc,mid,places365,0.5321273594354652,12,22,22,6,60.22924901185769,1.179027689712798e-05,True,"CTM, CTMmean, CTMmeanOC, Energy, KPCA RecError global, MLS, NNGuide, NeCo, PE, REN, fDBD",11
equinorm_uc,mid,textures,0.5468303877588535,12,22,22,6,97.77865612648219,7.1148723601775245e-12,True,"CTM, CTMmean, CTMmeanOC, NNGuide, fDBD",5
equinorm_uc,mid,svhn,0.6846676149471842,12,22,22,6,83.45454545454544,2.1195838322386487e-09,True,"CTM, CTMmean, CTMmeanOC, KPCA RecError global, fDBD",5
equinorm_uc,high,cifar10,0.2171741844853313,14,22,22,7,120.9469226425748,4.785671866048785e-16,True,"GEN, MSR, PCE, PE",4
equinorm_uc,high,tinyimagenet,0.25916467614357813,14,22,22,7,66.53020892151335,1.2508911749692631e-06,True,"CTM, CTMmean, CTMmeanOC, GradNorm, fDBD, pNML",6
equinorm_uc,high,isun,0.40957509267432773,14,22,22,7,74.4037267080746,6.801743671946262e-08,True,"CTM, CTMmean, CTMmeanOC, NNGuide, ViM, fDBD, pNML",7
equinorm_uc,high,lsun resize,0.44339047660145725,14,22,22,7,70.98870694522873,2.437420732752645e-07,True,"CTM, CTMmean, CTMmeanOC, NNGuide, ViM, fDBD, pNML",7
equinorm_uc,high,lsun cropped,0.452894850417105,14,22,22,7,75.36589497459067,4.731071448178091e-08,True,"CTMmean, CTMmeanOC, Confidence, GradNorm, KPCA RecError global, fDBD",6
equinorm_uc,high,places365,0.5321273594354652,14,22,22,7,111.54884246188601,2.474782061349885e-14,True,"CTMmean, CTMmeanOC, fDBD",3
equinorm_uc,high,textures,0.5468303877588535,14,22,22,7,137.27667984189725,4.439749248632487e-19,True,"CTMmean, CTMmeanOC, ViM",3
equinorm_uc,high,svhn,0.6846676149471842,14,22,22,7,122.2546583850932,2.7511521379347594e-16,True,"CTM, CTMmean, CTMmeanOC, ViM, fDBD",5
equinorm_wc,low,cifar100,0.19080717366812822,14,22,22,7,68.9966120835686,5.084639072463857e-07,True,"CTMmean, CTMmeanOC, Energy, KPCA RecError global, MLS, NNGuide, NeCo, REN",8
