nc_metric,bin,ood_set,clip_fid,method,avg_rank
var_collapse,low,cifar100,0.19080717366812822,CTM,1.0
var_collapse,low,cifar100,0.19080717366812822,fDBD,2.4
var_collapse,low,cifar100,0.19080717366812822,CTMmeanOC,3.4
var_collapse,low,cifar100,0.19080717366812822,NNGuide,3.8
var_collapse,low,cifar100,0.19080717366812822,CTMmean,4.6
var_collapse,low,cifar100,0.19080717366812822,REN,6.0
var_collapse,low,cifar100,0.19080717366812822,GEN,7.2
var_collapse,low,cifar100,0.19080717366812822,KPCA RecError global,8.2
var_collapse,low,cifar100,0.19080717366812822,MSR,9.2
var_collapse,low,cifar100,0.19080717366812822,PCE,9.4
var_collapse,low,cifar100,0.19080717366812822,PE,11.0
var_collapse,low,cifar100,0.19080717366812822,MLS,11.8
var_collapse,low,cifar100,0.19080717366812822,NeCo,13.0
var_collapse,low,cifar100,0.19080717366812822,GE,14.2
var_collapse,low,cifar100,0.19080717366812822,Energy,14.8
var_collapse,low,cifar100,0.19080717366812822,Confidence,16.0
var_collapse,low,cifar100,0.19080717366812822,GradNorm,17.0
var_collapse,low,cifar100,0.19080717366812822,ViM,18.4
var_collapse,low,cifar100,0.19080717366812822,PCA RecError global,19.0
var_collapse,low,cifar100,0.19080717366812822,pNML,19.6
var_collapse,low,cifar100,0.19080717366812822,Maha,21.0
var_collapse,low,cifar100,0.19080717366812822,Residual,22.0
var_collapse,low,cifar10,0.2171741844853313,fDBD,3.857142857142857
var_collapse,low,cifar10,0.2171741844853313,CTM,4.571428571428571
var_collapse,low,cifar10,0.2171741844853313,CTMmeanOC,5.428571428571429
var_collapse,low,cifar10,0.2171741844853313,NNGuide,5.714285714285714
var_collapse,low,cifar10,0.2171741844853313,REN,6.428571428571429
var_collapse,low,cifar10,0.2171741844853313,CTMmean,6.857142857142857
var_collapse,low,cifar10,0.2171741844853313,PCE,7.142857142857143
var_collapse,low,cifar10,0.2171741844853313,MSR,7.285714285714286
var_collapse,low,cifar10,0.2171741844853313,GEN,7.428571428571429
var_collapse,low,cifar10,0.2171741844853313,KPCA RecError global,8.285714285714286
var_collapse,low,cifar10,0.2171741844853313,PE,9.0
var_collapse,low,cifar10,0.2171741844853313,MLS,10.714285714285714
var_collapse,low,cifar10,0.2171741844853313,NeCo,11.285714285714286
var_collapse,low,cifar10,0.2171741844853313,GE,13.0
var_collapse,low,cifar10,0.2171741844853313,Energy,13.714285714285714
var_collapse,low,cifar10,0.2171741844853313,GradNorm,16.0
var_collapse,low,cifar10,0.2171741844853313,Confidence,16.285714285714285
var_collapse,low,cifar10,0.2171741844853313,ViM,18.428571428571427
var_collapse,low,cifar10,0.2171741844853313,PCA RecError global,18.857142857142858
var_collapse,low,cifar10,0.2171741844853313,pNML,19.714285714285715
var_collapse,low,cifar10,0.2171741844853313,Maha,21.0
var_collapse,low,cifar10,0.2171741844853313,Residual,22.0
var_collapse,low,tinyimagenet,0.25916467614357813,CTM,1.0
var_collapse,low,tinyimagenet,0.25916467614357813,CTMmean,2.0
var_collapse,low,tinyimagenet,0.25916467614357813,CTMmeanOC,3.0
var_collapse,low,tinyimagenet,0.25916467614357813,fDBD,4.0
var_collapse,low,tinyimagenet,0.25916467614357813,ViM,5.0
var_collapse,low,tinyimagenet,0.25916467614357813,NNGuide,6.5
var_collapse,low,tinyimagenet,0.25916467614357813,PCE,8.5
var_collapse,low,tinyimagenet,0.25916467614357813,PE,9.5
var_collapse,low,tinyimagenet,0.25916467614357813,REN,10.0
var_collapse,low,tinyimagenet,0.25916467614357813,MSR,10.5
var_collapse,low,tinyimagenet,0.25916467614357813,KPCA RecError global,11.0
var_collapse,low,tinyimagenet,0.25916467614357813,GEN,11.5
var_collapse,low,tinyimagenet,0.25916467614357813,NeCo,12.5
var_collapse,low,tinyimagenet,0.25916467614357813,pNML,13.0
var_collapse,low,tinyimagenet,0.25916467614357813,MLS,14.0
var_collapse,low,tinyimagenet,0.25916467614357813,GE,15.0
var_collapse,low,tinyimagenet,0.25916467614357813,Energy,16.5
var_collapse,low,tinyimagenet,0.25916467614357813,PCA RecError global,18.0
var_collapse,low,tinyimagenet,0.25916467614357813,GradNorm,18.5
var_collapse,low,tinyimagenet,0.25916467614357813,Confidence,20.5
var_collapse,low,tinyimagenet,0.25916467614357813,Maha,20.5
var_collapse,low,tinyimagenet,0.25916467614357813,Residual,22.0
var_collapse,low,isun,0.40957509267432773,CTM,1.5714285714285714
