ood_set,avg_clip_fid,low,mid,high
cifar100,0.19080717366812822,"CTM, NNGuide","CTM, CTMmeanOC, Energy, GEN, MLS, NNGuide, NeCo, PE, REN, ViM",
cifar10,0.2171741844853313,"CTM, CTMmeanOC","CTMmeanOC, GEN, MSR, NeCo, PCE, PE, REN, fDBD","Confidence, GradNorm, MLS, NNGuide, NeCo, PCE, PE"
tinyimagenet,0.25916467614357813,"CTM, Confidence, Energy, GE, MLS, NNGuide, PE","CTM, Confidence, Energy, GE, MLS, NNGuide, PE, fDBD","CTM, Energy, GE, NNGuide, NeCo, PE, REN, ViM"
isun,0.40957509267432773,"CTM, NNGuide, fDBD","CTM, CTMmean, Confidence, GE, NNGuide, PE, fDBD",
lsun resize,0.44339047660145725,"CTM, MLS, NNGuide","CTM, CTMmean, Confidence, GE, NNGuide, PE, fDBD",
lsun cropped,0.452894850417105,"CTM, fDBD","CTMmeanOC, Confidence, KPCA RecError global, NNGuide, PE, REN, fDBD","Confidence, Energy, GE, GradNorm, MLS, Maha, NNGuide, NeCo, PCE, PE, Residual, ViM"
places365,0.5321273594354652,"CTM, NNGuide","CTM, CTMmeanOC, GEN, NNGuide, PCE, PE, REN, fDBD","CTMmean, CTMmeanOC, Maha, REN, ViM, fDBD"
textures,0.5468303877588535,"CTM, CTMmean, CTMmeanOC, NNGuide","CTM, CTMmean, CTMmeanOC, Confidence, KPCA RecError global, NNGuide, REN, ViM, fDBD","CTM, CTMmean, CTMmeanOC, KPCA RecError global, Maha, Residual, ViM, fDBD, pNML"
svhn,0.6846676149471842,"CTM, CTMmean, CTMmeanOC, Confidence, GEN, MSR, NNGuide, PCE, PE, REN, fDBD","CTM, CTMmean, CTMmeanOC, Confidence, GEN, NNGuide, PCE, PE, REN, fDBD","CTM, CTMmean, CTMmeanOC, KPCA RecError global, Maha, REN, Residual, ViM, fDBD, pNML"
