nc_metric,bin,ood_set,clip_fid,method,avg_rank
var_collapse,low,cifar100,0.19080717366812822,PCA RecError global,1.0
var_collapse,low,cifar100,0.19080717366812822,pNML,2.0
var_collapse,low,cifar100,0.19080717366812822,ViM,3.0
var_collapse,low,cifar100,0.19080717366812822,CTMmeanOC,4.5
var_collapse,low,cifar100,0.19080717366812822,CTMmean,5.5
var_collapse,low,cifar100,0.19080717366812822,KPCA RecError global,6.5
var_collapse,low,cifar100,0.19080717366812822,NeCo,6.5
var_collapse,low,cifar100,0.19080717366812822,Maha,8.0
var_collapse,low,cifar100,0.19080717366812822,NNGuide,8.0
var_collapse,low,cifar100,0.19080717366812822,Residual,10.0
var_collapse,low,cifar100,0.19080717366812822,PE,11.5
var_collapse,low,cifar100,0.19080717366812822,Energy,11.5
var_collapse,low,cifar100,0.19080717366812822,MLS,13.0
var_collapse,low,cifar100,0.19080717366812822,PCE,14.5
var_collapse,low,cifar100,0.19080717366812822,GE,15.5
var_collapse,low,cifar100,0.19080717366812822,MSR,15.5
var_collapse,low,cifar100,0.19080717366812822,fDBD,17.5
var_collapse,low,cifar100,0.19080717366812822,GEN,17.5
var_collapse,low,cifar100,0.19080717366812822,REN,19.0
var_collapse,low,cifar100,0.19080717366812822,CTM,19.5
var_collapse,low,cifar100,0.19080717366812822,GradNorm,21.0
var_collapse,low,cifar100,0.19080717366812822,Confidence,22.0
var_collapse,low,cifar10,0.2171741844853313,NeCo,1.4
var_collapse,low,cifar10,0.2171741844853313,CTM,3.8
var_collapse,low,cifar10,0.2171741844853313,GE,3.8
var_collapse,low,cifar10,0.2171741844853313,Energy,4.4
var_collapse,low,cifar10,0.2171741844853313,MLS,5.4
var_collapse,low,cifar10,0.2171741844853313,ViM,5.6
var_collapse,low,cifar10,0.2171741844853313,fDBD,5.6
var_collapse,low,cifar10,0.2171741844853313,Maha,7.6
var_collapse,low,cifar10,0.2171741844853313,NNGuide,8.6
var_collapse,low,cifar10,0.2171741844853313,PE,8.8
var_collapse,low,cifar10,0.2171741844853313,PCE,11.2
var_collapse,low,cifar10,0.2171741844853313,MSR,12.2
var_collapse,low,cifar10,0.2171741844853313,GradNorm,13.2
var_collapse,low,cifar10,0.2171741844853313,GEN,15.2
var_collapse,low,cifar10,0.2171741844853313,CTMmeanOC,15.6
var_collapse,low,cifar10,0.2171741844853313,PCA RecError global,16.4
var_collapse,low,cifar10,0.2171741844853313,CTMmean,16.8
var_collapse,low,cifar10,0.2171741844853313,REN,17.0
var_collapse,low,cifar10,0.2171741844853313,Residual,18.8
var_collapse,low,cifar10,0.2171741844853313,pNML,19.0
var_collapse,low,cifar10,0.2171741844853313,KPCA RecError global,20.6
var_collapse,low,cifar10,0.2171741844853313,Confidence,22.0
var_collapse,low,tinyimagenet,0.25916467614357813,ViM,1.4285714285714286
var_collapse,low,tinyimagenet,0.25916467614357813,Residual,2.142857142857143
var_collapse,low,tinyimagenet,0.25916467614357813,pNML,3.142857142857143
