nc_metric,ood_set,clip_fid,low,mid,high
max_equiangular_uc,isun,0.40957509267432773,"Confidence, Energy, GE, GradNorm, MLS, NNGuide, NeCo, PE, fDBD","CTM, CTMmean, CTMmeanOC, NNGuide, fDBD","CTM, Energy, GE, GradNorm, MLS, NNGuide, NeCo, PE, ViM, fDBD, pNML"
max_equiangular_uc,lsun resize,0.44339047660145725,"Confidence, Energy, GE, GradNorm, KPCA RecError global, MLS, NNGuide, NeCo, fDBD","CTM, CTMmean, CTMmeanOC, NNGuide, fDBD","CTM, Energy, GE, GradNorm, MLS, NNGuide, NeCo, PE, ViM, pNML"
max_equiangular_uc,lsun cropped,0.452894850417105,"CTM, Confidence, Energy, MLS, NNGuide, NeCo","CTM, CTMmean, CTMmeanOC, Confidence, GEN, KPCA RecError global, NNGuide, REN, fDBD","CTMmean, Confidence, Energy, GE, GradNorm, KPCA RecError global, fDBD"
max_equiangular_uc,places365,0.5321273594354652,"Energy, GE, MLS, NNGuide, NeCo","CTM, CTMmeanOC, GEN, NNGuide, REN, fDBD","CTMmean, CTMmeanOC, KPCA RecError global, NNGuide, fDBD"
max_equiangular_uc,textures,0.5468303877588535,"Energy, MLS, NNGuide, NeCo","CTMmean, CTMmeanOC","CTM, CTMmean, ViM"
max_equiangular_uc,svhn,0.6846676149471842,"CTMmeanOC, Confidence, Energy, GE, MLS, NNGuide, NeCo, PCE, PE, REN","CTM, CTMmean, CTMmeanOC, KPCA RecError global, fDBD","CTM, CTMmean, CTMmeanOC, KPCA RecError global, ViM, fDBD"
max_equiangular_wc,cifar100,0.19080717366812822,CTM,,"Energy, MLS, NNGuide, NeCo"
max_equiangular_wc,cifar10,0.2171741844853313,"CTM, CTMmean, CTMmeanOC, NNGuide, REN, fDBD","GEN, MLS, MSR, NeCo, PCE, PE, REN","Confidence, GradNorm, MLS, NeCo, PE"
max_equiangular_wc,tinyimagenet,0.25916467614357813,"CTM, CTMmean, CTMmeanOC, ViM, fDBD","CTM, CTMmeanOC, Energy, GE, GradNorm, MLS, NNGuide, NeCo, PE, pNML","Energy, GE, MLS, NeCo"
max_equiangular_wc,isun,0.40957509267432773,"CTM, CTMmean, CTMmeanOC, NNGuide, fDBD","CTM, CTMmean, GradNorm, NNGuide, ViM, fDBD, pNML","Energy, GE, MLS, NeCo, pNML"
max_equiangular_wc,lsun resize,0.44339047660145725,"CTM, CTMmean, CTMmeanOC","CTM, CTMmean, Energy, GE, GradNorm, MLS, NNGuide, NeCo, PE, ViM, fDBD, pNML","Energy, GE, MLS, NeCo"
max_equiangular_wc,lsun cropped,0.452894850417105,"CTM, CTMmean, CTMmeanOC, KPCA RecError global, NNGuide, REN, fDBD","CTMmean, CTMmeanOC, Confidence, GradNorm, KPCA RecError global, fDBD","Energy, MLS, NeCo"
max_equiangular_wc,places365,0.5321273594354652,"CTM, NNGuide, REN, fDBD","CTMmean, CTMmeanOC, NNGuide, fDBD","Energy, GE, GradNorm, MLS, NeCo, pNML"
max_equiangular_wc,textures,0.5468303877588535,"CTMmean, CTMmeanOC","CTM, CTMmean, CTMmeanOC, ViM, fDBD","CTMmeanOC, Energy, GE, MLS, NNGuide, NeCo"
max_equiangular_wc,svhn,0.6846676149471842,"CTM, CTMmean, CTMmeanOC, KPCA RecError global, fDBD","CTM, CTMmean, CTMmeanOC, KPCA RecError global, ViM, fDBD","CTMmean, CTMmeanOC, Confidence, Energy, GE, GEN, GradNorm, MLS, MSR, NNGuide, NeCo, PCE, PE, REN"
self_duality,cifar100,0.19080717366812822,"CTM, CTMmean, CTMmeanOC, NNGuide, fDBD","Energy, MLS, NNGuide, NeCo",
self_duality,cifar10,0.2171741844853313,CTM,"Confidence, GradNorm, MLS, NeCo, PE, REN","GEN, MSR, NeCo, PCE, PE"
self_duality,tinyimagenet,0.25916467614357813,"Energy, GradNorm, MLS, NNGuide, NeCo","Energy, GE, MLS, NeCo, PE","CTM, CTMmean, CTMmeanOC, GradNorm, NNGuide, fDBD, pNML"
self_duality,isun,0.40957509267432773,"CTM, CTMmean, CTMmeanOC, MLS, NNGuide, NeCo, fDBD","Energy, GE, MLS, NeCo, PE, pNML","CTM, CTMmean, CTMmeanOC, NNGuide, ViM, fDBD, pNML"
self_duality,lsun resize,0.44339047660145725,"CTM, CTMmean, CTMmeanOC, MLS, NNGuide, NeCo, fDBD","Energy, GE, MLS, NeCo","CTM, CTMmean, CTMmeanOC, NNGuide, ViM, fDBD, pNML"
self_duality,lsun cropped,0.452894850417105,"CTM, CTMmean, CTMmeanOC, KPCA RecError global, NNGuide, fDBD","Confidence, Energy, GE","CTMmean, CTMmeanOC, Confidence, GradNorm, KPCA RecError global, fDBD, pNML"
self_duality,places365,0.5321273594354652,"CTM, MLS, NNGuide, NeCo, REN","CTMmean, CTMmeanOC, Confidence, Energy, GradNorm, KPCA RecError global, NNGuide, NeCo, ViM, pNML","CTMmean, CTMmeanOC, REN, fDBD"
self_duality,textures,0.5468303877588535,"CTM, CTMmean, CTMmeanOC, NNGuide, fDBD","CTM, CTMmean, CTMmeanOC, Energy, GE, KPCA RecError global, MLS, NNGuide, NeCo, REN, ViM","CTM, CTMmean, CTMmeanOC, ViM, fDBD"
self_duality,svhn,0.6846676149471842,"CTM, CTMmean, CTMmeanOC, GEN, KPCA RecError global, MSR, NNGuide, PCE, REN, fDBD",,"CTM, CTMmean, CTMmeanOC, KPCA RecError global, ViM, fDBD"
w_etf_diff,cifar100,0.19080717366812822,"Energy, MLS, NNGuide, NeCo",,CTM
w_etf_diff,cifar10,0.2171741844853313,"Confidence, GE, GEN, GradNorm, MLS, MSR, NeCo, PCE, PE, REN","GEN, MLS, MSR, NeCo, PCE, PE, REN","CTM, CTMmean, CTMmeanOC, GEN, MSR, NNGuide, REN, fDBD"
w_etf_diff,tinyimagenet,0.25916467614357813,"Energy, GE, GradNorm, MLS, NeCo","CTM, CTMmean, CTMmeanOC, Energy, GE, GradNorm, MLS, NNGuide, NeCo, PE, REN, ViM, fDBD, pNML","CTM, CTMmean, CTMmeanOC, GradNorm, NNGuide, PCA RecError global, ViM, fDBD, pNML"
w_etf_diff,isun,0.40957509267432773,"Energy, GE, MLS, NNGuide, NeCo","CTM, CTMmean, CTMmeanOC, Energy, GE, GradNorm, KPCA RecError global, MLS, NNGuide, NeCo, PCA RecError global, PE, REN, ViM, fDBD, pNML","CTM, CTMmean, CTMmeanOC, NNGuide, fDBD"
w_etf_diff,lsun resize,0.44339047660145725,"Energy, GE, MLS, NNGuide, NeCo","CTM, CTMmean, CTMmeanOC, Energy, GE, GradNorm, KPCA RecError global, MLS, NNGuide, NeCo, PCA RecError global, PE, REN, ViM, fDBD, pNML","CTM, CTMmean, CTMmeanOC, NNGuide, fDBD"
w_etf_diff,lsun cropped,0.452894850417105,"Confidence, Energy, NeCo","CTMmean, CTMmeanOC, Confidence, GradNorm, KPCA RecError global, fDBD","CTM, CTMmean, CTMmeanOC, KPCA RecError global, NNGuide, REN, fDBD"
w_etf_diff,places365,0.5321273594354652,"Confidence, Energy, GE, GradNorm, KPCA RecError global, MLS, NNGuide, NeCo, pNML","CTMmean, CTMmeanOC, KPCA RecError global, REN, fDBD","CTM, NNGuide, REN, fDBD"
w_etf_diff,textures,0.5468303877588535,"Energy, GE, MLS, NNGuide, NeCo","CTM, CTMmean, CTMmeanOC, ViM, fDBD","CTMmean, CTMmeanOC"
w_etf_diff,svhn,0.6846676149471842,"CTMmean, CTMmeanOC, Confidence, Energy, GE, GEN, GradNorm, MLS, MSR, NNGuide, NeCo, PCE, REN","CTM, CTMmean, CTMmeanOC, KPCA RecError global, ViM, fDBD","CTM, CTMmean, CTMmeanOC, KPCA RecError global, fDBD"
M_etf_diff,cifar100,0.19080717366812822,"Energy, MLS, NNGuide, NeCo",,CTM
M_etf_diff,cifar10,0.2171741844853313,"Confidence, GE, GEN, GradNorm, MLS, MSR, NeCo, PCE, PE, REN","GEN, MLS, MSR, NeCo, PCE, PE, REN","CTM, CTMmean, CTMmeanOC, GEN, MSR, NNGuide, REN, fDBD"
M_etf_diff,tinyimagenet,0.25916467614357813,"Energy, GE, GradNorm, MLS, NeCo","CTM, CTMmean, CTMmeanOC, Energy, GE, GradNorm, MLS, NNGuide, NeCo, PE, REN, ViM, fDBD, pNML","CTM, CTMmean, CTMmeanOC, GradNorm, NNGuide, PCA RecError global, ViM, fDBD, pNML"
M_etf_diff,isun,0.40957509267432773,"Energy, GE, MLS, NNGuide, NeCo","CTM, CTMmean, CTMmeanOC, Energy, GE, GradNorm, KPCA RecError global, MLS, NNGuide, NeCo, PCA RecError global, PE, REN, ViM, fDBD, pNML","CTM, CTMmean, CTMmeanOC, NNGuide, fDBD"
M_etf_diff,lsun resize,0.44339047660145725,"Energy, GE, MLS, NNGuide, NeCo","CTM, CTMmean, CTMmeanOC, Energy, GE, GradNorm, KPCA RecError global, MLS, NNGuide, NeCo, PCA RecError global, PE, REN, ViM, fDBD, pNML","CTM, CTMmean, CTMmeanOC, NNGuide, fDBD"
M_etf_diff,lsun cropped,0.452894850417105,"Confidence, Energy, NeCo","CTMmean, CTMmeanOC, Confidence, GradNorm, KPCA RecError global, fDBD","CTM, CTMmean, CTMmeanOC, KPCA RecError global, NNGuide, REN, fDBD"
M_etf_diff,places365,0.5321273594354652,"Confidence, Energy, GE, GradNorm, KPCA RecError global, MLS, NNGuide, NeCo, pNML","CTMmean, CTMmeanOC, KPCA RecError global, REN, fDBD","CTM, NNGuide, REN, fDBD"
M_etf_diff,textures,0.5468303877588535,"Energy, GE, MLS, NNGuide, NeCo","CTM, CTMmean, CTMmeanOC, ViM, fDBD","CTMmean, CTMmeanOC"
M_etf_diff,svhn,0.6846676149471842,"CTMmean, CTMmeanOC, Confidence, Energy, GE, GEN, GradNorm, MLS, MSR, NNGuide, NeCo, PCE, REN","CTM, CTMmean, CTMmeanOC, KPCA RecError global, ViM, fDBD","CTM, CTMmean, CTMmeanOC, KPCA RecError global, fDBD"
wM_etf_diff,cifar100,0.19080717366812822,"Energy, MLS, NNGuide, NeCo",,CTM
wM_etf_diff,cifar10,0.2171741844853313,"Confidence, GE, GEN, GradNorm, MLS, MSR, NeCo, PCE, PE, REN","GEN, MLS, MSR, NeCo, PCE, PE, REN","CTM, CTMmean, CTMmeanOC, GEN, MSR, NNGuide, REN, fDBD"
wM_etf_diff,tinyimagenet,0.25916467614357813,"Energy, GE, GradNorm, MLS, NeCo","CTM, CTMmean, CTMmeanOC, Energy, GE, GradNorm, MLS, NNGuide, NeCo, PE, REN, ViM, fDBD, pNML","CTM, CTMmean, CTMmeanOC, GradNorm, NNGuide, PCA RecError global, ViM, fDBD, pNML"
wM_etf_diff,isun,0.40957509267432773,"Energy, GE, MLS, NNGuide, NeCo","CTM, CTMmean, CTMmeanOC, Energy, GE, GradNorm, KPCA RecError global, MLS, NNGuide, NeCo, PCA RecError global, PE, REN, ViM, fDBD, pNML","CTM, CTMmean, CTMmeanOC, NNGuide, fDBD"
wM_etf_diff,lsun resize,0.44339047660145725,"Energy, GE, MLS, NNGuide, NeCo","CTM, CTMmean, CTMmeanOC, Energy, GE, GradNorm, KPCA RecError global, MLS, NNGuide, NeCo, PCA RecError global, PE, REN, ViM, fDBD, pNML","CTM, CTMmean, CTMmeanOC, NNGuide, fDBD"
wM_etf_diff,lsun cropped,0.452894850417105,"Confidence, Energy, NeCo","CTMmean, CTMmeanOC, Confidence, GradNorm, KPCA RecError global, fDBD","CTM, CTMmean, CTMmeanOC, KPCA RecError global, NNGuide, REN, fDBD"
wM_etf_diff,places365,0.5321273594354652,"Confidence, Energy, GE, GradNorm, KPCA RecError global, MLS, NNGuide, NeCo, pNML","CTMmean, CTMmeanOC, KPCA RecError global, REN, fDBD","CTM, NNGuide, REN, fDBD"
wM_etf_diff,textures,0.5468303877588535,"Energy, GE, MLS, NNGuide, NeCo","CTM, CTMmean, CTMmeanOC, ViM, fDBD","CTMmean, CTMmeanOC"
wM_etf_diff,svhn,0.6846676149471842,"CTMmean, CTMmeanOC, Confidence, Energy, GE, GEN, GradNorm, MLS, MSR, NNGuide, NeCo, PCE, REN","CTM, CTMmean, CTMmeanOC, KPCA RecError global, ViM, fDBD","CTM, CTMmean, CTMmeanOC, KPCA RecError global, fDBD"
