ood_set,avg_clip_fid,low,mid,high
cifar100,0.19080717366812822,"GE, PE",,"PCA RecError global, ViM, pNML"
cifar10,0.2171741844853313,"Energy, GE, MLS, NNGuide, NeCo, PE","Energy, GE, MLS, NNGuide, NeCo, PE, fDBD","CTM, Energy, GE, MLS, NeCo, ViM"
tinyimagenet,0.25916467614357813,"CTMmeanOC, KPCA RecError global, Maha, Residual, ViM, pNML","Maha, PCA RecError global, Residual, ViM, pNML","Maha, PCA RecError global, Residual, ViM, pNML"
isun,0.40957509267432773,"GE, GEN, GradNorm, KPCA RecError global, MSR, PCE, PE, REN","CTMmeanOC, KPCA RecError global, Maha, Residual, ViM","KPCA RecError global, Residual, ViM"
lsun resize,0.44339047660145725,"GEN, GradNorm, MSR, PCE, PE, REN","KPCA RecError global, Maha, Residual, ViM","CTMmeanOC, KPCA RecError global, ViM"
lsun cropped,0.452894850417105,"GradNorm, KPCA RecError global","GradNorm, KPCA RecError global, PE","Energy, KPCA RecError global, NNGuide"
places365,0.5321273594354652,"Maha, Residual, pNML","Maha, PCA RecError global, Residual, ViM, pNML","Residual, ViM, pNML"
textures,0.5468303877588535,"Maha, Residual, ViM, pNML","Maha, Residual, ViM, pNML","Residual, ViM, pNML"
svhn,0.6846676149471842,"GE, GradNorm, KPCA RecError global","CTMmean, CTMmeanOC, GradNorm, KPCA RecError global","CTMmean, CTMmeanOC, KPCA RecError global"
