ood_set,avg_clip_fid,low,mid,high
cifar100,0.19080717366812822,"NNGuide, NeCo",,CTM
cifar10,0.2171741844853313,"Confidence, Energy, GEN, GradNorm, MSR, PCE, REN","GEN, MSR, PCE, REN","CTM, CTMmean, CTMmeanOC, GEN, MSR, NNGuide, PCE, REN, fDBD"
tinyimagenet,0.25916467614357813,"Energy, GradNorm, NNGuide","CTM, Energy, GE, KPCA RecError global, MLS, NNGuide, NeCo, pNML","CTM, CTMmean, CTMmeanOC, Energy, GE, GradNorm, KPCA RecError global, MLS, NNGuide, NeCo, PCA RecError global, ViM, fDBD, pNML"
isun,0.40957509267432773,"Energy, NNGuide","CTM, CTMmean, CTMmeanOC, Energy, GE, KPCA RecError global, MLS, NNGuide, NeCo, pNML","CTM, CTMmean, CTMmeanOC, NNGuide, fDBD"
lsun resize,0.44339047660145725,"Energy, GradNorm, MLS, NNGuide, NeCo","CTM, CTMmean, Energy, GE, KPCA RecError global, MLS, NNGuide, NeCo, ViM, pNML","CTM, CTMmean, CTMmeanOC, NNGuide, fDBD"
lsun cropped,0.452894850417105,"CTM, Energy, NNGuide","Energy, GradNorm, MLS, NeCo","CTM, CTMmean, CTMmeanOC, Confidence, KPCA RecError global, NNGuide, fDBD"
places365,0.5321273594354652,"Energy, GradNorm, NNGuide, NeCo","GEN, PCE, REN, fDBD","CTM, CTMmean, GEN, NNGuide, REN, fDBD"
textures,0.5468303877588535,"CTM, MLS, NNGuide, NeCo","CTM, CTMmean, CTMmeanOC, KPCA RecError global, ViM, fDBD","CTM, CTMmean, CTMmeanOC, fDBD"
svhn,0.6846676149471842,"CTM, Energy, GE, GEN, GradNorm, KPCA RecError global, MLS, NNGuide, NeCo, PCE, PE, REN","CTM, CTMmean, CTMmeanOC, GEN, KPCA RecError global, REN, ViM, fDBD","CTM, CTMmean, fDBD"
