ood_set,avg_clip_fid,low,mid,high
cifar100,0.19080717366812822,CTM,,"Energy, MLS, NNGuide, NeCo"
cifar10,0.2171741844853313,"CTM, CTMmean, CTMmeanOC, NNGuide, REN, fDBD","GEN, MLS, MSR, NeCo, PCE, PE, REN","Confidence, GradNorm, MLS, NeCo, PE"
tinyimagenet,0.25916467614357813,"CTM, CTMmean, CTMmeanOC, ViM, fDBD","CTM, CTMmeanOC, Energy, GE, GradNorm, MLS, NNGuide, NeCo, PE, pNML","Energy, GE, MLS, NeCo"
isun,0.40957509267432773,"CTM, CTMmean, CTMmeanOC, NNGuide, fDBD","CTM, CTMmean, GradNorm, NNGuide, ViM, fDBD, pNML","Energy, GE, MLS, NeCo, pNML"
lsun resize,0.44339047660145725,"CTM, CTMmean, CTMmeanOC","CTM, CTMmean, Energy, GE, GradNorm, MLS, NNGuide, NeCo, PE, ViM, fDBD, pNML","Energy, GE, MLS, NeCo"
lsun cropped,0.452894850417105,"CTM, CTMmean, CTMmeanOC, KPCA RecError global, NNGuide, REN, fDBD","CTMmean, CTMmeanOC, Confidence, GradNorm, KPCA RecError global, fDBD","Energy, MLS, NeCo"
places365,0.5321273594354652,"CTM, NNGuide, REN, fDBD","CTMmean, CTMmeanOC, NNGuide, fDBD","Energy, GE, GradNorm, MLS, NeCo, pNML"
textures,0.5468303877588535,"CTMmean, CTMmeanOC","CTM, CTMmean, CTMmeanOC, ViM, fDBD","CTMmeanOC, Energy, GE, MLS, NNGuide, NeCo"
svhn,0.6846676149471842,"CTM, CTMmean, CTMmeanOC, KPCA RecError global, fDBD","CTM, CTMmean, CTMmeanOC, KPCA RecError global, ViM, fDBD","CTMmean, CTMmeanOC, Confidence, Energy, GE, GEN, GradNorm, MLS, MSR, NNGuide, NeCo, PCE, PE, REN"
