nc_metric,bin,method,avg_rank
cdnv_score,mid,CTM,5.333333333333333
cdnv_score,mid,fDBD,7.166666666666667
cdnv_score,mid,CTMmean,7.333333333333333
cdnv_score,mid,CTMmeanOC,7.666666666666667
cdnv_score,mid,NNGuide,8.333333333333334
cdnv_score,mid,ViM,9.833333333333334
cdnv_score,mid,Energy,9.833333333333334
cdnv_score,mid,GE,10.166666666666666
cdnv_score,mid,MLS,10.5
cdnv_score,mid,PE,10.666666666666666
cdnv_score,mid,NeCo,10.833333333333334
cdnv_score,mid,Maha,11.333333333333334
cdnv_score,mid,KPCA RecError global,11.666666666666666
cdnv_score,mid,REN,12.0
cdnv_score,mid,PCE,12.0
cdnv_score,mid,pNML,13.0
cdnv_score,mid,Residual,13.333333333333334
cdnv_score,mid,MSR,13.666666666666666
cdnv_score,mid,GEN,14.833333333333334
cdnv_score,mid,GradNorm,16.333333333333332
cdnv_score,mid,Confidence,16.833333333333332
cdnv_score,mid,PCA RecError global,20.333333333333332
cdnv_score,high,CTMmeanOC,1.5714285714285714
cdnv_score,high,CTMmean,3.0
cdnv_score,high,fDBD,3.4285714285714284
cdnv_score,high,NNGuide,5.285714285714286
cdnv_score,high,CTM,5.428571428571429
cdnv_score,high,REN,6.857142857142857
cdnv_score,high,PE,9.428571428571429
cdnv_score,high,KPCA RecError global,9.428571428571429
cdnv_score,high,Confidence,9.571428571428571
cdnv_score,high,PCE,10.142857142857142
cdnv_score,high,GEN,10.285714285714286
cdnv_score,high,MSR,11.714285714285714
cdnv_score,high,MLS,12.428571428571429
cdnv_score,high,NeCo,13.142857142857142
cdnv_score,high,GE,14.142857142857142
cdnv_score,high,GradNorm,14.857142857142858
cdnv_score,high,Energy,15.0
cdnv_score,high,ViM,15.428571428571429
cdnv_score,high,PCA RecError global,19.428571428571427
cdnv_score,high,pNML,19.428571428571427
cdnv_score,high,Maha,21.0
cdnv_score,high,Residual,22.0
bias_collapse,low,CTM,1.5714285714285714
bias_collapse,low,NNGuide,6.142857142857143
bias_collapse,low,PE,6.428571428571429
bias_collapse,low,Confidence,6.428571428571429
bias_collapse,low,Energy,7.857142857142857
bias_collapse,low,PCE,8.285714285714286
bias_collapse,low,MLS,9.857142857142858
bias_collapse,low,GE,10.0
bias_collapse,low,MSR,10.571428571428571
bias_collapse,low,REN,10.857142857142858
bias_collapse,low,CTMmeanOC,11.142857142857142
bias_collapse,low,ViM,11.142857142857142
bias_collapse,low,KPCA RecError global,11.142857142857142
bias_collapse,low,fDBD,11.285714285714286
bias_collapse,low,GEN,11.428571428571429
bias_collapse,low,Maha,12.285714285714286
bias_collapse,low,CTMmean,12.428571428571429
bias_collapse,low,NeCo,14.714285714285714
bias_collapse,low,GradNorm,18.285714285714285
bias_collapse,low,Residual,19.571428571428573
bias_collapse,low,PCA RecError global,20.142857142857142
bias_collapse,low,pNML,21.428571428571427
bias_collapse,mid,CTM,3.8333333333333335
bias_collapse,mid,fDBD,7.0
bias_collapse,mid,CTMmean,7.833333333333333
bias_collapse,mid,CTMmeanOC,7.833333333333333
bias_collapse,mid,KPCA RecError global,8.0
bias_collapse,mid,REN,9.0
bias_collapse,mid,ViM,10.333333333333334
bias_collapse,mid,Energy,10.333333333333334
bias_collapse,mid,NNGuide,10.5
bias_collapse,mid,GE,11.333333333333334
bias_collapse,mid,MLS,11.5
bias_collapse,mid,PE,11.5
bias_collapse,mid,GEN,11.666666666666666
bias_collapse,mid,PCE,12.5
bias_collapse,mid,Maha,12.833333333333334
bias_collapse,mid,pNML,13.0
bias_collapse,mid,NeCo,13.0
bias_collapse,mid,MSR,13.333333333333334
bias_collapse,mid,Residual,14.833333333333334
bias_collapse,mid,Confidence,15.166666666666666
bias_collapse,mid,GradNorm,17.166666666666668
bias_collapse,mid,PCA RecError global,20.5
bias_collapse,high,CTMmeanOC,4.285714285714286
bias_collapse,high,fDBD,4.285714285714286
bias_collapse,high,CTMmean,4.714285714285714
bias_collapse,high,CTM,7.285714285714286
bias_collapse,high,NNGuide,7.428571428571429
bias_collapse,high,REN,9.571428571428571
bias_collapse,high,PE,9.714285714285714
bias_collapse,high,Confidence,10.285714285714286
bias_collapse,high,ViM,10.428571428571429
bias_collapse,high,NeCo,10.571428571428571
bias_collapse,high,KPCA RecError global,11.714285714285714
bias_collapse,high,MLS,12.0
bias_collapse,high,GE,12.142857142857142
bias_collapse,high,PCE,12.285714285714286
bias_collapse,high,Energy,13.285714285714286
bias_collapse,high,GEN,14.714285714285714
bias_collapse,high,pNML,14.857142857142858
bias_collapse,high,MSR,15.142857142857142
bias_collapse,high,GradNorm,15.285714285714286
bias_collapse,high,Maha,15.428571428571429
bias_collapse,high,Residual,17.285714285714285
bias_collapse,high,PCA RecError global,20.285714285714285
equiangular_uc,low,CTM,1.5714285714285714
equiangular_uc,low,Confidence,6.0
equiangular_uc,low,NNGuide,6.285714285714286
equiangular_uc,low,PE,6.428571428571429
equiangular_uc,low,Energy,8.0
equiangular_uc,low,PCE,8.428571428571429
equiangular_uc,low,MLS,9.857142857142858
equiangular_uc,low,GE,10.142857142857142
equiangular_uc,low,KPCA RecError global,10.428571428571429
equiangular_uc,low,MSR,10.714285714285714
equiangular_uc,low,REN,11.0
equiangular_uc,low,CTMmeanOC,11.142857142857142
equiangular_uc,low,ViM,11.142857142857142
equiangular_uc,low,fDBD,11.428571428571429
equiangular_uc,low,GEN,11.571428571428571
equiangular_uc,low,Maha,12.285714285714286
equiangular_uc,low,CTMmean,12.285714285714286
equiangular_uc,low,NeCo,14.857142857142858
equiangular_uc,low,GradNorm,18.285714285714285
equiangular_uc,low,Residual,19.571428571428573
equiangular_uc,low,PCA RecError global,20.285714285714285
equiangular_uc,low,pNML,21.285714285714285
equiangular_uc,mid,CTM,4.333333333333333
equiangular_uc,mid,fDBD,7.833333333333333
equiangular_uc,mid,CTMmeanOC,8.833333333333334
equiangular_uc,mid,CTMmean,9.0
equiangular_uc,mid,Energy,9.5
equiangular_uc,mid,NNGuide,9.666666666666666
equiangular_uc,mid,KPCA RecError global,9.833333333333334
equiangular_uc,mid,ViM,10.0
equiangular_uc,mid,GE,10.5
equiangular_uc,mid,REN,10.666666666666666
equiangular_uc,mid,MLS,10.833333333333334
equiangular_uc,mid,PE,11.333333333333334
equiangular_uc,mid,Maha,11.5
equiangular_uc,mid,GEN,11.833333333333334
equiangular_uc,mid,NeCo,12.166666666666666
equiangular_uc,mid,PCE,12.166666666666666
equiangular_uc,mid,pNML,12.833333333333334
equiangular_uc,mid,Residual,13.166666666666666
equiangular_uc,mid,MSR,13.166666666666666
equiangular_uc,mid,GradNorm,16.333333333333332
equiangular_uc,mid,Confidence,17.166666666666668
equiangular_uc,mid,PCA RecError global,20.333333333333332
equiangular_uc,high,CTMmeanOC,3.4285714285714284
equiangular_uc,high,fDBD,3.4285714285714284
equiangular_uc,high,CTMmean,3.857142857142857
equiangular_uc,high,CTM,6.857142857142857
equiangular_uc,high,REN,8.0
equiangular_uc,high,NNGuide,8.0
equiangular_uc,high,Confidence,9.0
equiangular_uc,high,PE,9.857142857142858
equiangular_uc,high,ViM,10.714285714285714
equiangular_uc,high,KPCA RecError global,10.857142857142858
equiangular_uc,high,NeCo,11.142857142857142
equiangular_uc,high,PCE,12.428571428571429
equiangular_uc,high,MLS,12.571428571428571
equiangular_uc,high,GE,12.714285714285714
equiangular_uc,high,Energy,13.857142857142858
equiangular_uc,high,GEN,14.428571428571429
equiangular_uc,high,MSR,15.142857142857142
equiangular_uc,high,pNML,15.142857142857142
equiangular_uc,high,GradNorm,16.0
equiangular_uc,high,Maha,16.571428571428573
equiangular_uc,high,Residual,18.714285714285715
equiangular_uc,high,PCA RecError global,20.285714285714285
equiangular_wc,low,CTM,3.0
equiangular_wc,low,CTMmeanOC,3.857142857142857
equiangular_wc,low,NNGuide,4.857142857142857
equiangular_wc,low,CTMmean,5.0
equiangular_wc,low,fDBD,5.0
equiangular_wc,low,PE,9.0
equiangular_wc,low,PCE,9.0
equiangular_wc,low,GEN,9.142857142857142
equiangular_wc,low,KPCA RecError global,9.428571428571429
equiangular_wc,low,REN,9.714285714285714
equiangular_wc,low,MSR,10.0
equiangular_wc,low,MLS,10.857142857142858
equiangular_wc,low,Energy,11.714285714285714
equiangular_wc,low,GE,12.142857142857142
equiangular_wc,low,Confidence,12.285714285714286
equiangular_wc,low,NeCo,13.714285714285714
equiangular_wc,low,GradNorm,17.285714285714285
equiangular_wc,low,ViM,17.428571428571427
equiangular_wc,low,Maha,19.142857142857142
equiangular_wc,low,PCA RecError global,19.142857142857142
equiangular_wc,low,pNML,19.857142857142858
equiangular_wc,low,Residual,21.428571428571427
equiangular_wc,mid,NNGuide,4.666666666666667
equiangular_wc,mid,CTM,5.166666666666667
equiangular_wc,mid,Confidence,5.666666666666667
equiangular_wc,mid,CTMmeanOC,6.0
equiangular_wc,mid,fDBD,6.5
equiangular_wc,mid,CTMmean,7.0
equiangular_wc,mid,PE,7.333333333333333
equiangular_wc,mid,REN,8.5
equiangular_wc,mid,PCE,9.333333333333334
equiangular_wc,mid,MLS,11.166666666666666
equiangular_wc,mid,MSR,12.0
equiangular_wc,mid,KPCA RecError global,12.166666666666666
equiangular_wc,mid,NeCo,12.333333333333334
equiangular_wc,mid,Energy,12.5
equiangular_wc,mid,GE,12.833333333333334
equiangular_wc,mid,ViM,13.0
equiangular_wc,mid,GEN,13.666666666666666
equiangular_wc,mid,GradNorm,14.5
equiangular_wc,mid,Maha,17.166666666666668
equiangular_wc,mid,PCA RecError global,20.333333333333332
equiangular_wc,mid,pNML,20.333333333333332
equiangular_wc,mid,Residual,20.833333333333332
equiangular_wc,high,ViM,1.8571428571428572
equiangular_wc,high,CTM,4.714285714285714
equiangular_wc,high,Maha,4.857142857142857
equiangular_wc,high,Energy,7.571428571428571
equiangular_wc,high,GE,8.714285714285714
equiangular_wc,high,KPCA RecError global,9.857142857142858
equiangular_wc,high,pNML,10.142857142857142
equiangular_wc,high,Residual,10.285714285714286
equiangular_wc,high,PE,10.714285714285714
equiangular_wc,high,fDBD,11.0
equiangular_wc,high,REN,11.142857142857142
equiangular_wc,high,MLS,11.285714285714286
equiangular_wc,high,NeCo,12.142857142857142
equiangular_wc,high,Confidence,12.571428571428571
equiangular_wc,high,CTMmean,12.857142857142858
equiangular_wc,high,CTMmeanOC,13.142857142857142
equiangular_wc,high,NNGuide,13.714285714285714
equiangular_wc,high,PCE,14.285714285714286
equiangular_wc,high,GEN,15.285714285714286
equiangular_wc,high,MSR,16.857142857142858
equiangular_wc,high,GradNorm,18.571428571428573
equiangular_wc,high,PCA RecError global,21.428571428571427
equinorm_uc,low,CTM,2.0
equinorm_uc,low,Energy,6.0
equinorm_uc,low,ViM,6.428571428571429
equinorm_uc,low,Confidence,6.571428571428571
equinorm_uc,low,PE,7.428571428571429
equinorm_uc,low,Maha,8.285714285714286
equinorm_uc,low,GE,8.428571428571429
equinorm_uc,low,NNGuide,9.571428571428571
equinorm_uc,low,MLS,9.857142857142858
equinorm_uc,low,KPCA RecError global,10.285714285714286
equinorm_uc,low,PCE,10.714285714285714
equinorm_uc,low,fDBD,12.571428571428571
equinorm_uc,low,REN,12.857142857142858
equinorm_uc,low,CTMmeanOC,13.428571428571429
equinorm_uc,low,NeCo,13.571428571428571
equinorm_uc,low,MSR,13.714285714285714
equinorm_uc,low,CTMmean,14.0
equinorm_uc,low,GEN,14.142857142857142
equinorm_uc,low,pNML,16.571428571428573
equinorm_uc,low,Residual,16.714285714285715
equinorm_uc,low,GradNorm,18.714285714285715
equinorm_uc,low,PCA RecError global,21.142857142857142
equinorm_uc,mid,CTM,4.166666666666667
equinorm_uc,mid,fDBD,7.166666666666667
equinorm_uc,mid,CTMmean,8.0
equinorm_uc,mid,CTMmeanOC,8.0
equinorm_uc,mid,NNGuide,9.5
equinorm_uc,mid,ViM,9.833333333333334
equinorm_uc,mid,REN,10.0
equinorm_uc,mid,KPCA RecError global,10.5
equinorm_uc,mid,Energy,10.5
equinorm_uc,mid,MLS,11.166666666666666
equinorm_uc,mid,GE,11.166666666666666
equinorm_uc,mid,Maha,11.333333333333334
equinorm_uc,mid,PE,11.333333333333334
equinorm_uc,mid,PCE,12.333333333333334
equinorm_uc,mid,GEN,12.333333333333334
equinorm_uc,mid,NeCo,12.5
equinorm_uc,mid,Residual,12.666666666666666
equinorm_uc,mid,pNML,13.333333333333334
equinorm_uc,mid,MSR,13.666666666666666
equinorm_uc,mid,Confidence,16.0
equinorm_uc,mid,GradNorm,17.333333333333332
equinorm_uc,mid,PCA RecError global,20.166666666666668
equinorm_uc,high,CTMmeanOC,1.8571428571428572
equinorm_uc,high,fDBD,2.857142857142857
equinorm_uc,high,CTMmean,3.0
equinorm_uc,high,NNGuide,4.857142857142857
equinorm_uc,high,CTM,6.571428571428571
equinorm_uc,high,REN,6.714285714285714
equinorm_uc,high,PE,8.857142857142858
equinorm_uc,high,Confidence,9.428571428571429
equinorm_uc,high,PCE,10.0
equinorm_uc,high,KPCA RecError global,10.428571428571429
equinorm_uc,high,GEN,11.428571428571429
equinorm_uc,high,MSR,11.714285714285714
equinorm_uc,high,NeCo,12.142857142857142
equinorm_uc,high,MLS,12.285714285714286
equinorm_uc,high,GE,13.857142857142858
equinorm_uc,high,GradNorm,14.714285714285714
equinorm_uc,high,Energy,15.0
equinorm_uc,high,ViM,15.571428571428571
equinorm_uc,high,pNML,19.428571428571427
equinorm_uc,high,PCA RecError global,19.571428571428573
equinorm_uc,high,Maha,20.714285714285715
equinorm_uc,high,Residual,22.0
equinorm_wc,low,CTM,1.5714285714285714
equinorm_wc,low,NNGuide,6.142857142857143
equinorm_wc,low,PE,6.285714285714286
equinorm_wc,low,Confidence,6.428571428571429
equinorm_wc,low,Energy,7.857142857142857
equinorm_wc,low,PCE,8.142857142857142
equinorm_wc,low,MLS,9.714285714285714
equinorm_wc,low,GE,10.0
equinorm_wc,low,MSR,10.714285714285714
equinorm_wc,low,REN,10.857142857142858
equinorm_wc,low,CTMmeanOC,11.142857142857142
equinorm_wc,low,ViM,11.142857142857142
equinorm_wc,low,fDBD,11.428571428571429
equinorm_wc,low,GEN,11.428571428571429
equinorm_wc,low,KPCA RecError global,11.428571428571429
equinorm_wc,low,Maha,12.285714285714286
equinorm_wc,low,CTMmean,12.285714285714286
equinorm_wc,low,NeCo,14.714285714285714
equinorm_wc,low,GradNorm,18.285714285714285
equinorm_wc,low,Residual,19.571428571428573
equinorm_wc,low,PCA RecError global,20.142857142857142
equinorm_wc,low,pNML,21.428571428571427
equinorm_wc,mid,CTM,4.333333333333333
equinorm_wc,mid,ViM,7.5
equinorm_wc,mid,fDBD,8.0
equinorm_wc,mid,KPCA RecError global,8.166666666666666
equinorm_wc,mid,Energy,8.833333333333334
equinorm_wc,mid,CTMmean,9.5
equinorm_wc,mid,CTMmeanOC,9.666666666666666
equinorm_wc,mid,GE,9.833333333333334
equinorm_wc,mid,Maha,9.833333333333334
equinorm_wc,mid,pNML,10.166666666666666
equinorm_wc,mid,REN,11.0
equinorm_wc,mid,MLS,11.333333333333334
equinorm_wc,mid,NeCo,11.833333333333334
equinorm_wc,mid,NNGuide,12.0
equinorm_wc,mid,PE,12.166666666666666
equinorm_wc,mid,Residual,12.333333333333334
equinorm_wc,mid,GEN,13.333333333333334
equinorm_wc,mid,PCE,13.833333333333334
equinorm_wc,mid,MSR,15.0
equinorm_wc,mid,Confidence,16.5
equinorm_wc,mid,GradNorm,17.0
equinorm_wc,mid,PCA RecError global,20.833333333333332
equinorm_wc,high,CTMmeanOC,2.7142857142857144
equinorm_wc,high,fDBD,3.2857142857142856
equinorm_wc,high,CTMmean,3.4285714285714284
equinorm_wc,high,NNGuide,6.142857142857143
equinorm_wc,high,CTM,6.857142857142857
equinorm_wc,high,REN,7.857142857142857
equinorm_wc,high,Confidence,9.142857142857142
equinorm_wc,high,PE,9.285714285714286
equinorm_wc,high,KPCA RecError global,11.285714285714286
equinorm_wc,high,PCE,11.285714285714286
equinorm_wc,high,NeCo,11.571428571428571
equinorm_wc,high,MLS,12.285714285714286
equinorm_wc,high,ViM,12.857142857142858
equinorm_wc,high,GEN,13.285714285714286
equinorm_wc,high,GE,13.428571428571429
equinorm_wc,high,MSR,13.571428571428571
equinorm_wc,high,Energy,14.571428571428571
equinorm_wc,high,GradNorm,15.428571428571429
equinorm_wc,high,pNML,17.285714285714285
equinorm_wc,high,Maha,18.0
equinorm_wc,high,Residual,19.428571428571427
equinorm_wc,high,PCA RecError global,20.0
max_equiangular_uc,low,CTM,1.5714285714285714
max_equiangular_uc,low,Confidence,5.857142857142857
max_equiangular_uc,low,NNGuide,6.285714285714286
max_equiangular_uc,low,PE,6.428571428571429
max_equiangular_uc,low,Energy,7.857142857142857
max_equiangular_uc,low,PCE,8.571428571428571
max_equiangular_uc,low,MLS,9.857142857142858
max_equiangular_uc,low,GE,10.285714285714286
max_equiangular_uc,low,KPCA RecError global,10.428571428571429
max_equiangular_uc,low,MSR,10.571428571428571
max_equiangular_uc,low,CTMmeanOC,11.142857142857142
max_equiangular_uc,low,REN,11.142857142857142
max_equiangular_uc,low,ViM,11.285714285714286
max_equiangular_uc,low,fDBD,11.428571428571429
max_equiangular_uc,low,GEN,11.428571428571429
max_equiangular_uc,low,Maha,12.285714285714286
max_equiangular_uc,low,CTMmean,12.285714285714286
max_equiangular_uc,low,NeCo,15.0
max_equiangular_uc,low,GradNorm,18.285714285714285
max_equiangular_uc,low,Residual,19.571428571428573
max_equiangular_uc,low,PCA RecError global,20.285714285714285
max_equiangular_uc,low,pNML,21.142857142857142
max_equiangular_uc,mid,CTM,4.333333333333333
max_equiangular_uc,mid,fDBD,7.833333333333333
max_equiangular_uc,mid,CTMmeanOC,8.833333333333334
max_equiangular_uc,mid,CTMmean,9.0
max_equiangular_uc,mid,Energy,9.666666666666666
max_equiangular_uc,mid,NNGuide,9.666666666666666
max_equiangular_uc,mid,ViM,9.833333333333334
max_equiangular_uc,mid,KPCA RecError global,9.833333333333334
max_equiangular_uc,mid,GE,10.333333333333334
max_equiangular_uc,mid,REN,10.5
max_equiangular_uc,mid,MLS,10.833333333333334
max_equiangular_uc,mid,PE,11.333333333333334
max_equiangular_uc,mid,Maha,11.5
max_equiangular_uc,mid,GEN,12.0
max_equiangular_uc,mid,NeCo,12.0
max_equiangular_uc,mid,PCE,12.0
max_equiangular_uc,mid,pNML,13.0
max_equiangular_uc,mid,Residual,13.166666666666666
max_equiangular_uc,mid,MSR,13.333333333333334
max_equiangular_uc,mid,GradNorm,16.333333333333332
max_equiangular_uc,mid,Confidence,17.333333333333332
max_equiangular_uc,mid,PCA RecError global,20.333333333333332
max_equiangular_uc,high,CTMmeanOC,3.4285714285714284
max_equiangular_uc,high,fDBD,3.4285714285714284
max_equiangular_uc,high,CTMmean,3.857142857142857
max_equiangular_uc,high,CTM,6.857142857142857
max_equiangular_uc,high,REN,8.0
max_equiangular_uc,high,NNGuide,8.0
max_equiangular_uc,high,Confidence,9.0
max_equiangular_uc,high,PE,9.857142857142858
max_equiangular_uc,high,ViM,10.714285714285714
max_equiangular_uc,high,KPCA RecError global,10.857142857142858
max_equiangular_uc,high,NeCo,11.142857142857142
max_equiangular_uc,high,PCE,12.428571428571429
max_equiangular_uc,high,MLS,12.571428571428571
max_equiangular_uc,high,GE,12.714285714285714
max_equiangular_uc,high,Energy,13.857142857142858
max_equiangular_uc,high,GEN,14.428571428571429
max_equiangular_uc,high,MSR,15.142857142857142
max_equiangular_uc,high,pNML,15.142857142857142
max_equiangular_uc,high,GradNorm,16.0
max_equiangular_uc,high,Maha,16.571428571428573
max_equiangular_uc,high,Residual,18.714285714285715
max_equiangular_uc,high,PCA RecError global,20.285714285714285
max_equiangular_wc,low,CTM,1.0
max_equiangular_wc,low,NNGuide,4.714285714285714
max_equiangular_wc,low,CTMmeanOC,7.428571428571429
max_equiangular_wc,low,PE,8.142857142857142
max_equiangular_wc,low,fDBD,8.142857142857142
max_equiangular_wc,low,CTMmean,8.571428571428571
max_equiangular_wc,low,PCE,8.571428571428571
max_equiangular_wc,low,Energy,9.285714285714286
max_equiangular_wc,low,MSR,9.714285714285714
max_equiangular_wc,low,Confidence,9.857142857142858
max_equiangular_wc,low,MLS,10.0
max_equiangular_wc,low,KPCA RecError global,10.0
max_equiangular_wc,low,GEN,10.428571428571429
max_equiangular_wc,low,GE,11.285714285714286
max_equiangular_wc,low,REN,11.428571428571429
max_equiangular_wc,low,NeCo,14.428571428571429
max_equiangular_wc,low,ViM,15.857142857142858
max_equiangular_wc,low,Maha,16.142857142857142
max_equiangular_wc,low,GradNorm,17.428571428571427
max_equiangular_wc,low,PCA RecError global,19.571428571428573
max_equiangular_wc,low,Residual,20.428571428571427
max_equiangular_wc,low,pNML,20.571428571428573
max_equiangular_wc,mid,NNGuide,5.833333333333333
max_equiangular_wc,mid,PE,6.333333333333333
max_equiangular_wc,mid,CTMmeanOC,6.5
max_equiangular_wc,mid,CTM,6.666666666666667
max_equiangular_wc,mid,REN,7.0
max_equiangular_wc,mid,fDBD,7.0
max_equiangular_wc,mid,Confidence,7.166666666666667
max_equiangular_wc,mid,CTMmean,7.5
max_equiangular_wc,mid,PCE,9.166666666666666
max_equiangular_wc,mid,MLS,10.666666666666666
max_equiangular_wc,mid,KPCA RecError global,11.166666666666666
max_equiangular_wc,mid,GE,11.5
max_equiangular_wc,mid,GEN,11.833333333333334
max_equiangular_wc,mid,MSR,12.0
max_equiangular_wc,mid,Energy,12.166666666666666
max_equiangular_wc,mid,NeCo,12.166666666666666
max_equiangular_wc,mid,ViM,12.833333333333334
max_equiangular_wc,mid,Maha,16.166666666666668
max_equiangular_wc,mid,GradNorm,17.666666666666668
max_equiangular_wc,mid,PCA RecError global,20.333333333333332
max_equiangular_wc,mid,pNML,20.333333333333332
max_equiangular_wc,mid,Residual,21.0
max_equiangular_wc,high,ViM,3.5714285714285716
max_equiangular_wc,high,CTM,5.428571428571429
max_equiangular_wc,high,fDBD,7.428571428571429
max_equiangular_wc,high,Maha,8.714285714285714
max_equiangular_wc,high,CTMmean,8.857142857142858
max_equiangular_wc,high,CTMmeanOC,9.142857142857142
max_equiangular_wc,high,pNML,9.428571428571429
max_equiangular_wc,high,KPCA RecError global,10.142857142857142
max_equiangular_wc,high,Energy,10.285714285714286
max_equiangular_wc,high,GE,10.714285714285714
max_equiangular_wc,high,REN,10.714285714285714
max_equiangular_wc,high,Residual,11.142857142857142
max_equiangular_wc,high,NeCo,11.571428571428571
max_equiangular_wc,high,PE,12.428571428571429
max_equiangular_wc,high,MLS,12.571428571428571
max_equiangular_wc,high,NNGuide,12.857142857142858
max_equiangular_wc,high,Confidence,13.714285714285714
max_equiangular_wc,high,PCE,14.857142857142858
max_equiangular_wc,high,GEN,15.571428571428571
max_equiangular_wc,high,GradNorm,15.714285714285714
max_equiangular_wc,high,MSR,17.142857142857142
max_equiangular_wc,high,PCA RecError global,21.0
self_duality,low,CTM,1.0
self_duality,low,NNGuide,5.142857142857143
self_duality,low,CTMmeanOC,5.428571428571429
self_duality,low,fDBD,6.142857142857143
self_duality,low,CTMmean,6.571428571428571
self_duality,low,PCE,8.571428571428571
self_duality,low,PE,9.0
self_duality,low,MSR,9.285714285714286
self_duality,low,KPCA RecError global,9.857142857142858
self_duality,low,GEN,10.0
self_duality,low,MLS,10.571428571428571
self_duality,low,Energy,10.714285714285714
self_duality,low,REN,10.714285714285714
self_duality,low,Confidence,11.428571428571429
self_duality,low,GE,12.0
self_duality,low,NeCo,14.428571428571429
self_duality,low,GradNorm,17.0
self_duality,low,Maha,17.142857142857142
self_duality,low,ViM,17.571428571428573
self_duality,low,PCA RecError global,19.285714285714285
self_duality,low,pNML,20.285714285714285
self_duality,low,Residual,20.857142857142858
self_duality,mid,CTM,2.8333333333333335
self_duality,mid,ViM,2.8333333333333335
self_duality,mid,Energy,7.166666666666667
self_duality,mid,Maha,7.333333333333333
self_duality,mid,KPCA RecError global,8.333333333333334
self_duality,mid,REN,9.166666666666666
self_duality,mid,GE,9.166666666666666
self_duality,mid,Confidence,9.5
self_duality,mid,PE,9.5
