ood_set,avg_clip_fid,low,mid,high
cifar100,0.19080717366812822,CTM,,"NNGuide, NeCo"
cifar10,0.2171741844853313,"CTM, CTMmean, CTMmeanOC, GEN, MSR, NNGuide, PCE, REN, fDBD","GEN, MSR, PCE, REN","Confidence, Energy, GEN, GradNorm, MSR, PCE, REN"
tinyimagenet,0.25916467614357813,"CTMmean, CTMmeanOC, Confidence, Energy, GE, GradNorm, KPCA RecError global, MLS, NNGuide, NeCo, PCA RecError global, pNML","CTM, Energy, GE, KPCA RecError global, MLS, NNGuide, NeCo, pNML","Energy, GradNorm, NNGuide"
isun,0.40957509267432773,"CTM, CTMmean, CTMmeanOC, NNGuide, fDBD","CTM, Energy, GE, KPCA RecError global, MLS, NNGuide, NeCo, ViM, fDBD, pNML","Energy, NNGuide"
lsun resize,0.44339047660145725,"CTM, CTMmean, CTMmeanOC, KPCA RecError global, NNGuide, fDBD","CTM, Energy, GE, KPCA RecError global, MLS, NNGuide, NeCo, ViM, pNML","Energy, GradNorm, MLS, NNGuide, NeCo"
lsun cropped,0.452894850417105,"CTM, CTMmean, CTMmeanOC, KPCA RecError global, NNGuide, fDBD","Energy, GradNorm, KPCA RecError global, MLS, NeCo","CTM, Energy, NNGuide"
places365,0.5321273594354652,"CTM, GEN, NNGuide, REN, fDBD","GEN, REN, fDBD","Energy, GradNorm, NNGuide, NeCo"
textures,0.5468303877588535,"CTM, CTMmean, CTMmeanOC, fDBD","CTM, CTMmean, CTMmeanOC, KPCA RecError global, ViM, fDBD","CTM, MLS, NNGuide, NeCo"
svhn,0.6846676149471842,"CTM, CTMmean, CTMmeanOC, fDBD","CTM, CTMmean, GEN, KPCA RecError global, REN, ViM, fDBD","CTM, Energy, GE, GEN, GradNorm, KPCA RecError global, MLS, NNGuide, NeCo, PCE, PE, REN"
